step,lat,lon,alt,snr,load,handovers,allocated_bw,allocation_ratio,demand_MB,throughput_req,queuing_delay_s,propagation_latency_s,transmission_rate_mbps,latency_req_s,beam_capacity
27,30.30401611328125,-93.7440185546875,7125.2080078125,6.786166667938232,0.7893956899642944,28.0,60.13983154296875,1.0,60.13983154296875,16.0,0.0,0.00888000801205635,101.0900650024414,0.15000000596046448,379.9712219238281
28,30.34645652770996,-93.68753814697266,7591.2978515625,6.401256084442139,0.044200073927640915,29.0,60.34199905395508,1.0,60.34199905395508,16.0,0.0,0.009443718008697033,458.7839660644531,0.15000000596046448,1730.246337890625
29,30.38719940185547,-93.63162231445312,7865.2685546875,6.00732946395874,0.8164492845535278,30.0,59.64494323730469,1.0,59.64494323730469,16.0,0.0,0.009982536546885967,88.10435485839844,0.15000000596046448,328.4361877441406
30,30.426616668701172,-93.5705795288086,7899.39990234375,6.412608623504639,0.3322327733039856,31.0,60.07008361816406,1.0,60.07008361816406,16.0,0.0,0.008744984865188599,320.52825927734375,0.15000000596046448,1203.385009765625
31,30.462480545043945,-93.50626373291016,7928.60986328125,6.675008296966553,0.6593557000160217,32.0,58.60273742675781,1.0,58.60273742675781,16.0,0.0,0.008631669916212559,163.50926208496094,0.15000000596046448,598.880615234375
32,30.49547576904297,-93.43767547607422,7963.34814453125,6.902813911437988,0.97779381275177,33.0,39.207454681396484,0.6661864519119263,58.853580474853516,16.0,14.745214462280273,0.008601326495409012,10.65898323059082,0.15000000596046448,39.207454681396484
33,30.527366638183594,-93.36485290527344,8087.8681640625,6.747462272644043,0.7316145896911621,34.0,61.02622985839844,1.0,61.02622985839844,16.0,0.0,0.008876671083271503,128.82501220703125,0.15000000596046448,491.3565368652344
34,30.558326721191406,-93.2944564819336,8233.287109375,6.545186996459961,0.21318873763084412,35.0,59.05563735961914,1.0,59.05563735961914,16.0,0.0,0.009222189895808697,377.6694030761719,0.15000000596046448,1393.96923828125
35,30.588499069213867,-93.22151184082031,8358.29296875,5.837729454040527,0.036134641617536545,36.0,60.45227813720703,1.0,60.45227813720703,16.0,0.0,0.009180325083434582,462.6553649902344,0.15000000596046448,1748.03564453125
36,30.612899780273438,-93.14651489257812,8483.599609375,6.585247039794922,0.5288400053977966,37.0,59.61656188964844,1.0,59.61656188964844,16.0,0.0,0.00856112688779831,226.15679931640625,0.15000000596046448,842.6681518554688
37,30.628700256347656,-93.0683822631836,8613.6484375,6.549232006072998,0.2563636302947998,38.0,59.54816818237305,1.0,59.54816818237305,16.0,0.0,0.008715521544218063,356.9454650878906,0.15000000596046448,1328.465576171875
38,30.6430606842041,-92.9887924194336,8748.5224609375,6.976318359375,0.9044761061668396,39.0,60.36087417602539,1.0,60.36087417602539,16.0,0.0,0.00850251317024231,45.851470947265625,0.15000000596046448,172.9771728515625
39,30.65822982788086,-92.91136169433594,8873.490234375,6.698787689208984,0.9910483956336975,40.0,15.829133987426758,0.26854783296585083,58.94343948364258,16.0,80.2730484008789,0.008886569179594517,4.296765327453613,0.15000000596046448,15.829133987426758
40,30.673444747924805,-92.83364868164062,8995.533203125,6.699385643005371,0.9936177134513855,41.0,11.297398567199707,0.1914680004119873,59.004112243652344,16.0,124.58142852783203,0.009089047089219093,3.063488006591797,0.15000000596046448,11.297398567199707
41,30.688827514648438,-92.75403594970703,9140.9521484375,6.143496513366699,0.9588396549224854,42.0,60.4293098449707,1.0,60.4293098449707,16.0,0.0,0.00883986335247755,19.756961822509766,0.15000000596046448,74.61872100830078
42,30.7039794921875,-92.67463684082031,9298.9404296875,6.581278324127197,0.5542875528335571,43.0,41.47453689575195,1.0,41.47453689575195,11.0,0.0,0.008531990461051464,213.9419708251953,0.0,806.6494750976562
43,30.719097137451172,-92.59487915039062,9440.1962890625,6.8891825675964355,0.9602453112602234,44.0,41.6752815246582,1.0,41.6752815246582,11.0,0.0,0.008388776332139969,19.08224105834961,0.0,72.2961654663086
44,30.733707427978516,-92.51714324951172,9569.4501953125,6.624810218811035,0.07847781479358673,45.0,40.65839385986328,1.0,40.65839385986328,11.0,0.0,0.00877425353974104,442.3306579589844,0.0,1634.9503173828125
45,30.748376846313477,-92.43892669677734,9726.16796875,7.006184101104736,0.02226080186665058,46.0,60.15483474731445,1.0,60.15483474731445,16.0,0.0,0.008616490289568901,469.3148193359375,0.15000000596046448,1764.47216796875
46,30.7630672454834,-92.36026000976562,9759.4423828125,6.507499694824219,0.6811130046844482,47.0,45.58494186401367,1.0,45.58494186401367,12.0,0.0,0.009217681363224983,153.06576538085938,0.0,581.4578247070312
47,30.777299880981445,-92.28340148925781,9753.599609375,6.217755317687988,0.535635769367218,48.0,53.675262451171875,1.0,53.675262451171875,14.5,0.0,0.009652236476540565,222.8948211669922,0.15000000596046448,825.0991821289062
48,30.79218292236328,-92.2030029296875,9753.599609375,5.817630290985107,0.9251319169998169,49.0,56.017295837402344,1.0,56.017295837402344,14.5,0.0,0.010233623906970024,35.93668746948242,0.15000000596046448,138.83282470703125
49,30.80638313293457,-92.12613677978516,9779.0,6.922781467437744,0.4738236665725708,50.0,53.74739456176758,1.0,53.74739456176758,14.5,0.0,0.00833870004862547,252.5646514892578,0.15000000596046448,936.1856689453125
50,30.82015037536621,-92.0514144897461,9930.1298828125,7.088222980499268,0.8330168724060059,51.0,50.697784423828125,1.0,50.697784423828125,14.0,0.0,0.008343796245753765,80.15188598632812,0.0,290.25164794921875
51,30.8342342376709,-91.97423553466797,10072.3701171875,7.082916259765625,0.6079809665679932,52.0,54.48509216308594,1.0,54.48509216308594,14.5,0.0,0.008518848568201065,188.1691436767578,0.15000000596046448,707.06298828125
52,30.848234176635742,-91.8975830078125,10198.099609375,6.902571201324463,0.9910710453987122,53.0,16.039445877075195,0.19048453867435455,84.2033920288086,22.5,127.2337875366211,0.008855098858475685,4.285902500152588,0.15000000596046448,16.039445877075195
53,30.86221694946289,-91.82063293457031,10309.8603515625,6.2110371589660645,0.929512083530426,54.0,84.55316162109375,1.0,84.55316162109375,22.5,0.0,0.0096396803855896,33.834190368652344,0.15000000596046448,127.14612579345703
54,30.87605094909668,-91.74382019042969,10448.2900390625,6.105186939239502,0.10432009398937225,55.0,86.54682922363281,1.0,86.54682922363281,23.0,0.0,0.009945887140929699,429.9263610839844,0.15000000596046448,1617.7723388671875
55,30.889686584472656,-91.6681900024414,10583.6884765625,6.934689044952393,0.10376773774623871,56.0,85.45423126220703,1.0,85.45423126220703,23.0,0.0,0.008295563980937004,430.1914978027344,0.15000000596046448,1598.333984375
56,30.903913497924805,-91.58941650390625,10661.396484375,7.13327169418335,0.7008681297302246,57.0,89.02162170410156,1.0,89.02162170410156,23.0,0.0,0.008276443928480148,143.5832977294922,0.15000000596046448,555.7399291992188
57,30.91749382019043,-91.51388549804688,10668.0,7.153314113616943,0.9078028798103333,58.0,85.4483642578125,1.0,85.4483642578125,23.0,0.0,0.008432894013822079,44.25462341308594,0.15000000596046448,164.4123992919922
58,30.93096923828125,-91.43856048583984,10668.0,6.990657329559326,0.08817324042320251,59.0,85.05315399169922,1.0,85.05315399169922,23.0,0.0,0.008749371394515038,437.6768493652344,0.15000000596046448,1618.5128173828125
59,30.944610595703125,-91.36152648925781,10668.0,6.670652389526367,0.24166207015514374,60.0,71.79682922363281,1.0,71.79682922363281,19.0,0.0,0.009221334010362625,364.002197265625,0.15000000596046448,1375.484375
60,30.957763671875,-91.2874984741211,10668.0,6.214314937591553,0.11613352596759796,61.0,68.8805923461914,1.0,68.8805923461914,19.0,0.0,0.009795436635613441,424.25592041015625,0.15000000596046448,1538.0526123046875
61,30.971433639526367,-91.2103271484375,10668.0,6.939479827880859,0.7495051622390747,62.0,71.64704132080078,1.0,71.64704132080078,19.0,0.0,0.008262175135314465,120.23751831054688,0.15000000596046448,453.4032897949219
62,30.985366821289062,-91.13152313232422,10668.0,7.168302059173584,0.11351624131202698,63.0,34.523948669433594,1.0,34.523948669433594,9.0,0.0,0.008217042312026024,425.51220703125,0.0,1632.2623291015625
63,30.9984130859375,-91.05665588378906,10668.5078125,7.215878963470459,0.6009390950202942,64.0,32.66728210449219,1.0,32.66728210449219,9.0,0.0,0.008343663066625595,191.54922485351562,0.0,695.265869140625
64,31.0120792388916,-90.9781723022461,10675.1123046875,7.083054542541504,0.07461850345134735,65.0,41.79872131347656,1.0,41.79872131347656,11.0,0.0,0.00864471960812807,444.18310546875,0.15000000596046448,1687.8441162109375
65,31.025299072265625,-90.90263366699219,10666.984375,6.775171279907227,0.05873618647456169,66.0,44.27602005004883,1.0,44.27602005004883,12.0,0.0,0.009086115285754204,451.806640625,0.15000000596046448,1667.0166015625
66,31.03878402709961,-90.82516479492188,10652.759765625,6.537736415863037,0.9409310221672058,67.0,45.61970901489258,1.0,45.61970901489258,12.0,0.0,0.008477598428726196,28.353111267089844,0.15000000596046448,107.78839874267578
67,31.05202293395996,-90.74824523925781,10653.005859375,6.944732666015625,0.6931673288345337,68.0,45.27294921875,1.0,45.27294921875,12.0,0.0,0.00823464710265398,147.27967834472656,0.15000000596046448,555.6487426757812
68,31.064699172973633,-90.67459869384766,10660.3798828125,7.197290420532227,0.19752098619937897,69.0,43.41619110107422,1.0,43.41619110107422,12.0,0.0,0.008165556006133556,385.1899108886719,0.15000000596046448,1393.623291015625
69,31.078441619873047,-90.59437561035156,10667.75390625,7.270474433898926,0.7301437258720398,70.0,43.264827728271484,1.0,43.264827728271484,11.0,0.0,0.008277378976345062,129.53102111816406,0.0,509.4670715332031
70,31.091659545898438,-90.51678466796875,10668.0,7.152332782745361,0.002952165901660919,71.0,79.85163879394531,1.0,79.85163879394531,21.0,0.0,0.008563687093555927,478.58294677734375,0.15000000596046448,1819.7921142578125
71,31.1043758392334,-90.4422836303711,10668.0,6.856974124908447,0.9622814655303955,72.0,65.9849853515625,0.8621382117271423,76.53643798828125,21.0,4.662360668182373,0.008987153880298138,18.104902267456055,0.15000000596046448,65.9849853515625
72,31.11717414855957,-90.3667221069336,10668.0,6.5226263999938965,0.19812248647212982,73.0,77.44987487792969,1.0,77.44987487792969,21.0,0.0,0.008484762161970139,384.9012145996094,0.15000000596046448,1419.550048828125
73,31.130746841430664,-90.28657531738281,10668.0,6.93739652633667,0.298348993062973,74.0,82.1321029663086,1.0,82.1321029663086,21.0,0.0,0.008210251107811928,336.79248046875,0.15000000596046448,1317.2130126953125
74,31.14289665222168,-90.21459197998047,10668.0,7.223060607910156,0.5506508350372314,75.0,73.62622833251953,1.0,73.62622833251953,21.0,0.0,0.008123192936182022,215.68759155273438,0.15000000596046448,756.2030639648438
75,31.155963897705078,-90.13631439208984,10668.0,7.315654754638672,0.13358452916145325,76.0,79.73258209228516,1.0,79.73258209228516,21.0,0.0,0.008204481564462185,415.8794250488281,0.15000000596046448,1579.006591796875
76,31.16925621032715,-90.05713653564453,10675.3662109375,7.229166507720947,0.5003127455711365,77.0,80.64926147460938,1.0,80.64926147460938,21.0,0.0,0.008466985076665878,239.84988403320312,0.15000000596046448,921.1293334960938
77,31.18246078491211,-89.97823333740234,10675.6201171875,6.955613613128662,0.6441195607185364,78.0,80.35680389404297,1.0,80.35680389404297,21.0,0.0,0.008893211372196674,170.82261657714844,0.15000000596046448,653.6552124023438
78,31.19478988647461,-89.90415954589844,10668.25390625,6.529017448425293,0.8562089800834656,79.0,75.7934799194336,1.0,75.7934799194336,21.0,0.0,0.009426063857972622,69.01969146728516,0.15000000596046448,249.10678100585938
79,31.207185745239258,-89.82833099365234,10668.0,6.924954891204834,0.020222388207912445,80.0,78.64736938476562,1.0,78.64736938476562,21.0,0.0,0.008206970058381557,470.2932434082031,0.15000000596046448,1761.3013916015625
80,31.219972610473633,-89.75010681152344,10653.267578125,7.226532459259033,0.7733227610588074,81.0,42.80949401855469,1.0,42.80949401855469,11.0,0.0,0.008086629211902618,108.80506896972656,0.0,423.44451904296875
81,31.23200035095215,-89.67780303955078,10549.6357421875,7.354838848114014,0.1763586848974228,82.0,43.27918243408203,1.0,43.27918243408203,12.0,0.0,0.00814757402986288,395.34783935546875,0.15000000596046448,1425.86083984375
82,31.24428939819336,-89.6023178100586,10420.8583984375,7.289623737335205,0.3655185401439667,83.0,45.3856201171875,1.0,45.3856201171875,12.0,0.0,0.008385431952774525,304.5511169433594,0.15000000596046448,1151.8533935546875
83,31.256397247314453,-89.52778625488281,10276.5859375,7.039680480957031,0.9477813839912415,84.0,44.81541061401367,1.0,44.81541061401367,12.0,0.0,0.008781211450695992,25.06494140625,0.15000000596046448,93.60797882080078
84,31.268592834472656,-89.45260620117188,10124.4404296875,6.639101028442383,0.9961179494857788,85.0,6.96785306930542,0.1552824229001999,44.87213134765625,12.0,162.73265075683594,0.009317335672676563,1.863389015197754,0.15000000596046448,6.96785306930542
85,31.280696868896484,-89.37740325927734,10053.06640625,6.90475606918335,0.8441744446754456,86.0,44.307159423828125,1.0,44.307159423828125,12.0,0.0,0.008208378218114376,74.7962646484375,0.15000000596046448,276.1675109863281
86,31.29327964782715,-89.29911041259766,10058.146484375,7.225042343139648,0.003713146084919572,87.0,46.3456916809082,1.0,46.3456916809082,12.0,0.0,0.008061639033257961,478.2176818847656,0.15000000596046448,1846.944091796875
87,31.30510711669922,-89.22515869140625,10058.400390625,7.381722927093506,0.9991037845611572,88.0,1.5691349506378174,0.03584807738661766,43.77180099487305,12.0,784.8429565429688,0.008097500540316105,0.43017691373825073,0.15000000596046448,1.5691349506378174
88,31.31739044189453,-89.14942932128906,10058.400390625,7.343169689178467,0.192978173494339,89.0,44.841331481933594,1.0,44.841331481933594,12.0,0.0,0.008307810872793198,387.3704833984375,0.15000000596046448,1447.517333984375
89,31.329593658447266,-89.07217407226562,10058.400390625,7.120458126068115,0.3022853136062622,90.0,45.612823486328125,1.0,45.612823486328125,12.0,0.0,0.008689041249454021,334.9030456542969,0.15000000596046448,1272.989501953125
90,31.341503143310547,-88.99720001220703,9962.6416015625,6.3996710777282715,0.7059035301208496,91.0,44.428531646728516,1.0,44.428531646728516,12.0,0.0,0.00854798685759306,141.1663055419922,0.15000000596046448,522.6509399414062
91,31.353595733642578,-88.92007446289062,9834.1181640625,6.872912406921387,0.9361045956611633,92.0,45.43873977661133,1.0,45.43873977661133,12.0,0.0,0.008209616877138615,30.66978645324707,0.15000000596046448,116.1330337524414
92,31.365503311157227,-88.84442138671875,9682.48046875,7.223731994628906,0.2547576129436493,93.0,40.77918243408203,1.0,40.77918243408203,11.0,0.0,0.00804497767239809,357.7163391113281,0.0,1326.12548828125
93,31.377113342285156,-88.76988220214844,9530.080078125,7.399693012237549,0.9832041263580322,94.0,29.17575454711914,0.5038764476776123,57.90259552001953,16.0,28.505840301513672,0.008053181692957878,8.062023162841797,0.15000000596046448,29.17575454711914
94,31.38939094543457,-88.69113159179688,9451.33984375,7.39084005355835,0.8550671339035034,95.0,60.6279296875,1.0,60.6279296875,16.0,0.0,0.008239589631557465,69.56776428222656,0.15000000596046448,263.6093444824219
95,31.401884078979492,-88.61048889160156,9448.7998046875,7.19207763671875,0.07824444025754929,96.0,62.36370086669922,1.0,62.36370086669922,16.0,0.0,0.00860877986997366,442.4426574707031,0.15000000596046448,1724.522705078125
96,31.413339614868164,-88.53614044189453,9448.7998046875,6.811357498168945,0.9998753666877747,97.0,0.21564339101314545,0.0037383490707725286,57.68412399291992,16.0,7686.3447265625,0.00909231137484312,0.05981358513236046,0.15000000596046448,0.21564339101314545
97,31.425579071044922,-88.45634460449219,9448.7998046875,6.336703300476074,0.9611424207687378,98.0,61.80527877807617,1.0,61.80527877807617,16.0,0.0,0.009738381952047348,18.651630401611328,0.15000000596046448,72.0480728149414
98,31.436986923217773,-88.38248443603516,9448.7998046875,7.209178924560547,0.5233867764472961,99.0,56.76073455810547,1.0,56.76073455810547,16.0,0.0,0.008038857020437717,228.7743682861328,0.15000000596046448,811.5875854492188
99,31.44890022277832,-88.30440521240234,9448.7998046875,7.406303882598877,0.9943091869354248,100.0,10.196449279785156,0.1707245111465454,59.724578857421875,16.0,145.0527801513672,0.008017326705157757,2.7315921783447266,0.15000000596046448,10.196449279785156
100,31.461246490478516,-88.22283172607422,9455.404296875,7.429597854614258,0.40843331813812256,101.0,62.34366226196289,1.0,62.34366226196289,16.0,0.0,0.008185002952814102,283.9519958496094,0.15000000596046448,1106.4129638671875
101,31.47286605834961,-88.14595031738281,9456.419921875,7.249812602996826,0.1417272984981537,102.0,58.75191116333008,1.0,58.75191116333008,16.0,0.0,0.0085108932107687,411.97088623046875,0.15000000596046448,1512.7548828125
102,31.484556198120117,-88.068359375,9456.419921875,6.91068696975708,0.7685100436210632,103.0,59.27231979370117,1.0,59.27231979370117,16.0,0.0,0.00898661371320486,111.11516571044922,0.15000000596046448,411.62835693359375
103,31.496580123901367,-87.98824310302734,9456.419921875,6.438268661499023,0.9431806802749634,104.0,61.37052536010742,1.0,61.37052536010742,16.0,0.0,0.009611480869352818,27.273273468017578,0.15000000596046448,104.61094665527344
104,31.509639739990234,-87.90857696533203,9450.32421875,7.181517601013184,0.6035420298576355,105.0,61.2273063659668,1.0,61.2273063659668,16.0,0.0,0.008028806187212467,190.29983520507812,0.15000000596046448,728.2216186523438
105,31.527740478515625,-87.83406066894531,9448.7998046875,7.417170524597168,0.9721358418464661,106.0,49.08056640625,0.8359239101409912,58.71415328979492,16.0,5.762239933013916,0.007990792393684387,13.37478256225586,0.15000000596046448,49.08056640625
106,31.553199768066406,-87.76228332519531,9442.7041015625,7.458392143249512,0.6646941304206848,107.0,59.025909423828125,1.0,59.025909423828125,16.0,0.0,0.008124626241624355,160.9468231201172,0.15000000596046448,593.7520141601562
107,31.585594177246094,-87.69340515136719,9441.1796875,7.314122200012207,0.9057711362838745,108.0,60.02805709838867,1.0,60.02805709838867,16.0,0.0,0.008427022024989128,45.2298583984375,0.15000000596046448,169.6912841796875
108,31.624441146850586,-87.62755584716797,9441.1796875,6.996707439422607,0.6132440567016602,109.0,61.06727600097656,1.0,61.06727600097656,16.0,0.0,0.008887480944395065,185.64285278320312,0.15000000596046448,708.5440063476562
109,31.662593841552734,-87.56343078613281,9441.1796875,6.723271369934082,0.9881298542022705,110.0,21.23028564453125,0.4069754481315613,52.166011810302734,14.0,43.436424255371094,0.00829393696039915,5.697656154632568,0.0,21.23028564453125
110,31.701152801513672,-87.49890899658203,9441.1796875,7.134974956512451,0.16311901807785034,111.0,63.81474685668945,1.0,63.81474685668945,17.0,0.0,0.008043990470468998,401.702880859375,0.0,1507.915771484375
111,31.73892593383789,-87.435546875,9452.3564453125,7.400759220123291,0.22647322714328766,112.0,62.67794418334961,1.0,62.67794418334961,17.0,0.0,0.007964798249304295,371.2928466796875,0.0,1368.9337158203125
112,31.77794075012207,-87.36995697021484,9450.83203125,7.486694812774658,0.2756933867931366,113.0,84.02994537353516,1.0,84.02994537353516,22.0,0.0,0.008062060922384262,347.66717529296875,0.15000000596046448,1327.9298095703125
113,31.816513061523438,-87.30534362792969,9443.2119140625,7.38126802444458,0.2283010184764862,114.0,82.79370880126953,1.0,82.79370880126953,22.0,0.0,0.008330229669809341,370.4154968261719,0.15000000596046448,1394.0032958984375
114,31.85493278503418,-87.24099731445312,9441.1796875,7.097050189971924,0.07655754685401917,115.0,82.27357482910156,1.0,82.27357482910156,22.0,0.0,0.008750646375119686,443.25238037109375,0.15000000596046448,1657.6343994140625
115,31.892993927001953,-87.17694091796875,9441.1796875,6.669386863708496,0.9228274822235107,116.0,81.50334167480469,1.0,81.50334167480469,22.0,0.0,0.00929813738912344,37.04281997680664,0.15000000596046448,137.232421875
116,31.930599212646484,-87.1134033203125,9446.767578125,7.061108589172363,0.21517276763916016,117.0,80.95511627197266,1.0,80.95511627197266,22.0,0.0,0.008079343475401402,376.7170715332031,0.15000000596046448,1386.235107421875
117,31.969419479370117,-87.04780578613281,9437.6240234375,7.362668037414551,0.4399692714214325,118.0,83.67879486083984,1.0,83.67879486083984,22.0,0.0,0.007954440079629421,268.81475830078125,0.15000000596046448,1022.4588012695312
118,32.007545471191406,-86.98323822021484,9433.5595703125,7.497997760772705,0.06805437803268433,119.0,82.28034210205078,1.0,82.28034210205078,22.0,0.0,0.00800799485296011,447.3338928222656,0.15000000596046448,1673.0357666015625
119,32.04517364501953,-86.91948699951172,9433.5595703125,7.439713478088379,0.8056904077529907,120.0,81.20765686035156,1.0,81.20765686035156,22.0,0.0,0.008229201659560204,93.26859283447266,0.15000000596046448,344.2783508300781
120,32.08292007446289,-86.8553466796875,9444.736328125,7.203035354614258,0.402817964553833,121.0,82.0356216430664,1.0,82.0356216430664,22.0,0.0,0.008609447628259659,286.6473693847656,0.15000000596046448,1068.8770751953125
121,32.120426177978516,-86.79163360595703,9448.7998046875,6.810683727264404,0.004255205392837524,122.0,81.85087585449219,1.0,81.85087585449219,22.0,0.0,0.009126601740717888,477.9574890136719,0.15000000596046448,1778.2381591796875
122,32.15841293334961,-86.72688293457031,9443.2119140625,6.960987567901611,0.9725168347358704,123.0,49.923519134521484,0.5996330976486206,83.25677490234375,22.0,20.214332580566406,0.008127407170832157,13.19192886352539,0.15000000596046448,49.923519134521484
123,32.195587158203125,-86.66337585449219,9357.3603515625,7.3111491203308105,0.8211017847061157,124.0,81.51556396484375,1.0,81.51556396484375,22.0,0.0,0.007963061332702637,85.87113189697266,0.15000000596046448,318.17425537109375
