step,lat,lon,alt,snr,load,handovers,allocated_bw,allocation_ratio,demand_MB,throughput_req,queuing_delay_s,propagation_latency_s,transmission_rate_mbps,latency_req_s,beam_capacity,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29
10,29.802650451660156,-94.81311798095703,3694.429931640625,6.462286949157715,0.950697124004364,11.0,77.5913314819336,1.0,77.5913314819336,21.0,0.0,0.009461622685194016,23.665374755859375,0.15000000596046448,87.43942260742188,1.4622869491577148,0.6654880046844482,131.1591339111328,43.874305725097656,0.5654537081718445,0.0,35.49806213378906,0.10000000149011612,43.874305725097656,6.654880046844482,1.263229489326477,-3.537713050842285,0.0,0.5
11,29.810749053955078,-94.74681854248047,3996.68994140625,6.1940789222717285,0.23107710480690002,12.0,80.20399475097656,1.0,80.20399475097656,21.0,0.0,0.008958198130130768,369.0829772949219,0.15000000596046448,1409.61572265625,1.194078803062439,0.16175396740436554,2114.423583984375,80.20399475097656,1.0,0.0,553.62451171875,0.10000000149011612,1772.4072265625,1.6175397634506226,1.2119221687316895,-3.8059210777282715,0.0,0.5
12,29.819286346435547,-94.6814193725586,4266.111328125,6.846043586730957,0.6308994293212891,13.0,77.79780578613281,1.0,77.79780578613281,21.0,0.0,0.008419333957135677,177.16827392578125,0.15000000596046448,656.3477783203125,1.8460437059402466,0.4416295886039734,984.5216674804688,77.79780578613281,1.0,0.0,265.7524108886719,0.10000000149011612,549.727783203125,4.416296005249023,1.338962435722351,-3.153956413269043,0.0,0.5
13,29.831466674804688,-94.61647033691406,4580.89013671875,6.58227014541626,0.8322477340698242,14.0,78.04000091552734,1.0,78.04000091552734,21.0,0.0,0.008879430592060089,80.52108001708984,0.15000000596046448,299.231689453125,1.5822702646255493,0.582573413848877,448.8475341796875,78.04000091552734,1.0,0.0,120.78162384033203,0.10000000149011612,187.3608856201172,5.8257341384887695,1.2866156101226807,-3.417729616165161,0.0,0.5
14,29.848466873168945,-94.55461120605469,4749.61865234375,6.99246072769165,0.5487319827079773,15.0,74.09330749511719,1.0,74.09330749511719,21.0,0.0,0.008596627041697502,216.60865783691406,0.15000000596046448,764.2501220703125,1.9924607276916504,0.3841123878955841,1146.3751220703125,74.09330749511719,1.0,0.0,324.9129638671875,0.10000000149011612,706.0382690429688,3.8411238193511963,1.3685696125030518,-3.0075392723083496,0.0,0.5
15,29.867300033569336,-94.48621368408203,4892.0400390625,6.823627948760986,0.9297115802764893,16.0,79.5589370727539,1.0,79.5589370727539,21.0,0.0,0.008930782787501812,33.738441467285156,0.15000000596046448,127.81877899169922,1.8236279487609863,0.6507980823516846,191.72816467285156,66.95183563232422,0.8415376543998718,0.0,50.60765838623047,0.10000000149011612,66.95183563232422,6.507981300354004,1.3344643115997314,-3.1763720512390137,0.0,0.5
16,29.886499404907227,-94.41668701171875,5086.35009765625,6.492399215698242,0.016007374972105026,17.0,79.7229232788086,1.0,79.7229232788086,21.0,0.0,0.009410817176103592,472.31646728515625,0.15000000596046448,1793.069091796875,1.4923993349075317,0.011205162853002548,2689.603515625,79.7229232788086,1.0,0.0,708.4746704101562,0.10000000149011612,2659.466064453125,0.11205162853002548,1.2690736055374146,-3.5076005458831787,0.0,0.5
17,29.91041374206543,-94.35081481933594,5290.7294921875,6.390560150146484,0.2274911254644394,18.0,77.16514587402344,1.0,77.16514587402344,21.0,0.0,0.00869719311594963,370.80426025390625,0.15000000596046448,1362.5316162109375,1.3905600309371948,0.15924379229545593,2043.7974853515625,77.16514587402344,1.0,0.0,556.2063598632812,0.10000000149011612,1718.33544921875,1.592437982559204,1.2493767738342285,-3.6094398498535156,0.0,0.5
18,29.939899444580078,-94.28472137451172,5510.02197265625,6.519568920135498,0.8905428051948547,19.0,60.790164947509766,1.0,60.790164947509766,16.0,0.0,0.008746185339987278,52.53944778442383,0.15000000596046448,199.6175994873047,1.519568681716919,0.6233799457550049,299.4263916015625,60.790164947509766,1.0,0.0,78.80917358398438,0.10000000149011612,112.76998138427734,6.233799934387207,1.27436101436615,-3.480431318283081,0.0,0.5
19,29.972917556762695,-94.22274780273438,5695.501953125,6.917992115020752,0.8156942129135132,20.0,58.88953399658203,1.0,58.88953399658203,16.0,0.0,0.008477596566081047,88.46678924560547,0.15000000596046448,325.6105041503906,1.917992115020752,0.5709859132766724,488.4157409667969,58.88953399658203,1.0,0.0,132.70018005371094,0.10000000149011612,209.5372314453125,5.709859371185303,1.3534624576568604,-3.082007884979248,0.0,0.5
20,30.009220123291016,-94.16285705566406,5878.06787109375,6.6683526039123535,0.25902870297431946,21.0,58.74656677246094,1.0,58.74656677246094,16.0,0.0,0.008910093456506729,355.6662292480469,0.15000000596046448,1305.885498046875,1.6683526039123535,0.18132010102272034,1958.828369140625,58.74656677246094,1.0,0.0,533.4993286132812,0.10000000149011612,1603.6534423828125,1.8132009506225586,1.3035582304000854,-3.3316473960876465,0.0,0.5
21,30.049026489257812,-94.10231018066406,6049.26416015625,6.810240268707275,0.6706872582435608,22.0,60.46753692626953,1.0,60.46753692626953,16.0,0.0,0.008902954868972301,158.07012939453125,0.15000000596046448,597.3819580078125,1.8102401494979858,0.46948105096817017,896.0729370117188,60.46753692626953,1.0,0.0,237.10519409179688,0.10000000149011612,475.3836364746094,4.69481086730957,1.3317822217941284,-3.1897597312927246,0.0,0.5
22,30.089014053344727,-94.04097747802734,6213.00927734375,6.211796760559082,0.7271214127540588,23.0,60.43804168701172,1.0,60.43804168701172,16.0,0.0,0.009676521643996239,130.98170471191406,0.15000000596046448,494.7673645019531,1.211796522140503,0.5089849829673767,742.1510620117188,60.43804168701172,1.0,0.0,196.47256469726562,0.10000000149011612,364.40728759765625,5.089849948883057,1.2152700424194336,-3.788203477859497,0.0,0.5
23,30.129117965698242,-93.98080444335938,6373.4091796875,6.234354496002197,0.08262573182582855,24.0,59.19126892089844,1.0,59.19126892089844,16.0,0.0,0.008860654197633266,440.33966064453125,0.15000000596046448,1629.0164794921875,1.2343544960021973,0.057838015258312225,2443.524658203125,59.19126892089844,1.0,0.0,660.5094604492188,0.10000000149011612,2302.196044921875,0.5783801078796387,1.2195409536361694,-3.7656455039978027,0.0,0.5
24,30.170190811157227,-93.92407989501953,6528.30810546875,6.560873508453369,0.49788010120391846,25.0,57.119197845458984,1.0,57.119197845458984,16.0,0.0,0.008670633658766747,241.01756286621094,0.15000000596046448,860.4205932617188,1.5608736276626587,0.3485160768032074,1290.6309814453125,57.119197845458984,1.0,0.0,361.5263366699219,0.10000000149011612,840.8253173828125,3.4851605892181396,1.2824256420135498,-3.4391262531280518,0.0,0.5
25,30.21489715576172,-93.86338806152344,6697.47216796875,6.796477317810059,0.46030113101005554,26.0,60.99748992919922,1.0,60.99748992919922,16.0,0.0,0.008545451797544956,259.0554504394531,0.15000000596046448,987.6082763671875,1.796477198600769,0.32221078872680664,1481.4124755859375,60.99748992919922,1.0,0.0,388.58319091796875,0.10000000149011612,1004.0853881835938,3.2221078872680664,1.3290282487869263,-3.2035226821899414,0.0,0.5
26,30.259777069091797,-93.80303192138672,6910.578125,6.875489711761475,0.9864290356636047,27.0,24.7519474029541,0.4071291983127594,60.79629898071289,16.0,44.266475677490234,0.008633783087134361,6.51406717300415,0.15000000596046448,24.7519474029541,1.875489592552185,0.6905003190040588,37.12792205810547,11.491080284118652,0.18900953233242035,26.559886932373047,9.771100997924805,0.10000000149011612,11.491080284118652,6.905003070831299,1.3448853492736816,-3.1245105266571045,2.6559886932373047,0.5
27,30.30401611328125,-93.7440185546875,7125.2080078125,6.786166667938232,0.7893956899642944,28.0,60.13983154296875,1.0,60.13983154296875,16.0,0.0,0.00888000801205635,101.0900650024414,0.15000000596046448,379.9712219238281,1.7861666679382324,0.552577018737793,569.9568481445312,60.13983154296875,1.0,0.0,151.6350860595703,0.10000000149011612,255.0117950439453,5.5257697105407715,1.326967477798462,-3.2138333320617676,0.0,0.5
28,30.34645652770996,-93.68753814697266,7591.2978515625,6.541922569274902,0.09562299400568008,29.0,60.34199905395508,1.0,60.34199905395508,16.0,0.0,0.00927281379699707,434.1009521484375,0.15000000596046448,1637.157470703125,1.541922688484192,0.06693609803915024,2455.736328125,60.34199905395508,1.0,0.0,651.1514282226562,0.10000000149011612,2291.35888671875,0.6693609952926636,1.278721570968628,-3.4580774307250977,0.0,0.5
29,30.38719940185547,-93.63162231445312,7865.2685546875,6.218446254730225,0.960857629776001,30.0,59.64494323730469,1.0,59.64494323730469,16.0,0.0,0.008832774125039577,18.7883243560791,0.15000000596046448,70.0392837524414,1.218446135520935,0.6726003885269165,105.05892181396484,34.3962516784668,0.5766834616661072,0.0,28.182485580444336,0.10000000149011612,34.3962516784668,6.726003646850586,1.216528058052063,-3.7815537452697754,0.0,0.5
30,30.426616668701172,-93.5705795288086,7899.39990234375,6.588247299194336,0.9979259371757507,31.0,3.7376670837402344,0.062221772968769073,60.07008361816406,16.0,452.6744689941406,0.00859504658728838,0.9955483675003052,0.15000000596046448,3.7376670837402344,1.5882470607757568,0.6985481381416321,5.606500625610352,1.6900899410247803,0.028135301545262337,271.60467529296875,1.4933226108551025,0.10000000149011612,1.6900899410247803,6.9854817390441895,1.2877875566482544,-3.411752939224243,27.16046714782715,0.5
31,30.462480545043945,-93.50626373291016,7928.60986328125,6.675008296966553,0.6593557000160217,32.0,58.60273742675781,1.0,58.60273742675781,16.0,0.0,0.008631669916212559,163.50926208496094,0.15000000596046448,598.880615234375,1.6750080585479736,0.46154898405075073,898.3209228515625,58.60273742675781,1.0,0.0,245.26388549804688,0.10000000149011612,483.7018127441406,4.615489959716797,1.3048738241195679,-3.3249919414520264,0.0,0.5
32,30.49547576904297,-93.43767547607422,7963.34814453125,6.788293361663818,0.20533959567546844,33.0,58.853580474853516,1.0,58.853580474853516,16.0,0.0,0.008672341704368591,381.43701171875,0.15000000596046448,1403.058349609375,1.7882933616638184,0.14373771846294403,2104.58740234375,58.853580474853516,1.0,0.0,572.155517578125,0.10000000149011612,1802.078857421875,1.4373770952224731,1.327392339706421,-3.2117066383361816,0.0,0.5
33,30.527366638183594,-93.36485290527344,8087.8681640625,6.818881511688232,0.6784563660621643,34.0,61.02622985839844,1.0,61.02622985839844,16.0,0.0,0.008850854821503162,154.3409423828125,0.15000000596046448,588.6779174804688,1.8188815116882324,0.4749194383621216,883.016845703125,61.02622985839844,1.0,0.0,231.5114288330078,0.10000000149011612,463.65496826171875,4.749194622039795,1.3335130214691162,-3.1811184883117676,0.0,0.5
34,30.558326721191406,-93.2944564819336,8233.287109375,6.570485591888428,0.040004950016736984,35.0,59.05563735961914,1.0,59.05563735961914,16.0,0.0,0.009238580241799355,460.7976379394531,0.15000000596046448,1700.7935791015625,1.5704857110977173,0.02800346538424492,2551.1904296875,59.05563735961914,1.0,0.0,691.1964111328125,0.10000000149011612,2479.748291015625,0.2800346612930298,1.2843067646026611,-3.4295144081115723,0.0,0.5
35,30.588499069213867,-93.22151184082031,8358.29296875,6.213508605957031,0.01530422456562519,36.0,60.45227813720703,1.0,60.45227813720703,16.0,0.0,0.009710833430290222,472.6539611816406,0.15000000596046448,1785.8131103515625,1.2135087251663208,0.010712957009673119,2678.7197265625,60.45227813720703,1.0,0.0,708.98095703125,0.10000000149011612,2650.022705078125,0.10712957382202148,1.2155938148498535,-3.7864911556243896,0.0,0.5
36,30.612899780273438,-93.14651489257812,8483.599609375,6.253028392791748,0.19974981248378754,37.0,59.61656188964844,1.0,59.61656188964844,16.0,0.0,0.008872538805007935,384.1200866699219,0.15000000596046448,1431.244873046875,1.2530282735824585,0.13982486724853516,2146.867431640625,59.61656188964844,1.0,0.0,576.1801147460938,0.10000000149011612,1846.681884765625,1.3982486724853516,1.223083734512329,-3.746971607208252,0.0,0.5
37,30.628700256347656,-93.0683822631836,8613.6484375,6.549232006072998,0.2563636302947998,38.0,59.54816818237305,1.0,59.54816818237305,16.0,0.0,0.008715521544218063,356.9454650878906,0.15000000596046448,1328.465576171875,1.5492318868637085,0.17945453524589539,1992.6982421875,59.54816818237305,1.0,0.0,535.418212890625,0.10000000149011612,1635.0994873046875,1.7945454120635986,1.2801494598388672,-3.450767993927002,0.0,0.5
38,30.6430606842041,-92.9887924194336,8748.5224609375,6.70432186126709,0.7343100309371948,39.0,60.36087417602539,1.0,60.36087417602539,16.0,0.0,0.008721076883375645,127.53117370605469,0.15000000596046448,481.1183166503906,1.7043219804763794,0.5140170454978943,721.677490234375,60.36087417602539,1.0,0.0,191.29676818847656,0.10000000149011612,350.72296142578125,5.140170574188232,1.3106781244277954,-3.295677900314331,0.0,0.5
39,30.65822982788086,-92.91136169433594,8873.490234375,6.919243812561035,0.1159534826874733,40.0,58.94343948364258,1.0,58.94343948364258,16.0,0.0,0.008720476180315018,424.3423156738281,0.15000000596046448,1563.2623291015625,1.9192436933517456,0.08116743713617325,2344.8935546875,58.94343948364258,1.0,0.0,636.5134887695312,0.10000000149011612,2154.564453125,0.8116743564605713,1.3537155389785767,-3.080756187438965,0.0,0.5
40,30.673444747924805,-92.83364868164062,8995.533203125,6.699385643005371,0.9936177134513855,41.0,11.297398567199707,0.1914680004119873,59.004112243652344,16.0,124.58142852783203,0.009089047089219093,3.063488006591797,0.15000000596046448,11.297398567199707,1.6993857622146606,0.6955324411392212,16.94609832763672,5.1595377922058105,0.08744369447231293,74.74885559082031,4.595232009887695,0.10000000149011612,5.1595377922058105,6.955324172973633,1.3096996545791626,-3.30061411857605,7.4748854637146,0.5
41,30.688827514648438,-92.75403594970703,9140.9521484375,6.232533931732178,0.5783281326293945,42.0,60.4293098449707,1.0,60.4293098449707,16.0,0.0,0.009665128774940968,202.4025115966797,0.15000000596046448,764.4402465820312,1.2325341701507568,0.4048296809196472,1146.660400390625,60.4293098449707,1.0,0.0,303.603759765625,0.10000000149011612,682.458251953125,4.048296928405762,1.2191959619522095,-3.767465829849243,0.0,0.5
42,30.7039794921875,-92.67463684082031,9298.9404296875,6.581278324127197,0.5542875528335571,43.0,41.47453689575195,1.0,41.47453689575195,11.0,0.0,0.008531990461051464,213.9419708251953,0.0,806.6494750976562,1.5812785625457764,0.38800129294395447,1209.9742431640625,41.47453689575195,1.0,0.0,320.9129638671875,0.10000000149011612,740.502685546875,3.8800129890441895,1.2864211797714233,-3.4187214374542236,0.0,0.5
43,30.719097137451172,-92.59487915039062,9440.1962890625,6.8891825675964355,0.9602453112602234,44.0,41.6752815246582,1.0,41.6752815246582,11.0,0.0,0.008388776332139969,19.08224105834961,0.0,72.2961654663086,1.889182686805725,0.6721717119216919,108.44424438476562,35.551090240478516,0.8530497550964355,0.0,28.623363494873047,0.10000000149011612,35.551090240478516,6.721717357635498,1.3476450443267822,-3.1108171939849854,0.0,0.5
44,30.733707427978516,-92.51714324951172,9569.4501953125,6.624810218811035,0.07847781479358673,45.0,40.65839385986328,1.0,40.65839385986328,11.0,0.0,0.00877425353974104,442.3306579589844,0.0,1634.9503173828125,1.6248102188110352,0.05493447184562683,2452.425537109375,40.65839385986328,1.0,0.0,663.4959716796875,0.10000000149011612,2317.702880859375,0.5493447184562683,1.2949711084365845,-3.375189781188965,0.0,0.5
45,30.748376846313477,-92.43892669677734,9726.16796875,7.006184101104736,0.02226080186665058,46.0,60.15483474731445,1.0,60.15483474731445,16.0,0.0,0.008616490289568901,469.3148193359375,0.15000000596046448,1764.47216796875,2.0061841011047363,0.015582561492919922,2646.708251953125,60.15483474731445,1.0,0.0,703.9722290039062,0.10000000149011612,2605.4658203125,0.15582561492919922,1.3713645935058594,-2.9938158988952637,0.0,0.5
46,30.7630672454834,-92.36026000976562,9759.4423828125,6.507499694824219,0.6811130046844482,47.0,45.58494186401367,1.0,45.58494186401367,12.0,0.0,0.009217681363224983,153.06576538085938,0.0,581.4578247070312,1.5074998140335083,0.47677910327911377,872.1867065429688,45.58494186401367,1.0,0.0,229.5986328125,0.10000000149011612,456.3463134765625,4.767790794372559,1.2720105648040771,-3.4925003051757812,0.0,0.5
47,30.777299880981445,-92.28340148925781,9753.599609375,6.217755317687988,0.535635769367218,48.0,53.675262451171875,1.0,53.675262451171875,14.5,0.0,0.009652236476540565,222.8948211669922,0.15000000596046448,825.0991821289062,1.2177554368972778,0.3749450445175171,1237.6488037109375,53.675262451171875,1.0,0.0,334.34222412109375,0.10000000149011612,773.5985107421875,3.749450445175171,1.2163972854614258,-3.7822444438934326,0.0,0.5
48,30.79218292236328,-92.2030029296875,9753.599609375,6.586018085479736,0.07256773114204407,49.0,56.017295837402344,1.0,56.017295837402344,14.5,0.0,0.00849905051290989,445.16748046875,0.15000000596046448,1719.798583984375,1.5860178470611572,0.05079741030931473,2579.697998046875,56.017295837402344,1.0,0.0,667.751220703125,0.10000000149011612,2448.656005859375,0.5079740881919861,1.2873502969741821,-3.4139821529388428,0.0,0.5
49,30.80638313293457,-92.12613677978516,9779.0,6.922781467437744,0.4738236665725708,50.0,53.74739456176758,1.0,53.74739456176758,14.5,0.0,0.00833870004862547,252.5646514892578,0.15000000596046448,936.1856689453125,1.9227815866470337,0.33167657256126404,1404.2784423828125,53.74739456176758,1.0,0.0,378.8469543457031,0.10000000149011612,938.51220703125,3.316765546798706,1.3544310331344604,-3.077218532562256,0.0,0.5
50,30.82015037536621,-92.0514144897461,9930.1298828125,7.088222980499268,0.8330168724060059,51.0,50.697784423828125,1.0,50.697784423828125,14.0,0.0,0.008343796245753765,80.15188598632812,0.0,290.25164794921875,2.0882229804992676,0.5831118226051331,435.3774719238281,50.697784423828125,1.0,0.0,120.22783660888672,0.10000000149011612,181.50372314453125,5.831118106842041,1.3881443738937378,-2.9117770195007324,0.0,0.5
51,30.8342342376709,-91.97423553466797,10072.3701171875,7.082916259765625,0.6079809665679932,52.0,54.48509216308594,1.0,54.48509216308594,14.5,0.0,0.008518848568201065,188.1691436767578,0.15000000596046448,707.06298828125,2.082916259765625,0.42558667063713074,1060.594482421875,54.48509216308594,1.0,0.0,282.25372314453125,0.10000000149011612,609.2196044921875,4.255866527557373,1.3870552778244019,-2.917083740234375,0.0,0.5
52,30.848234176635742,-91.8975830078125,10198.099609375,6.902571201324463,0.9910710453987122,53.0,16.039445877075195,0.19048453867435455,84.2033920288086,22.5,127.2337875366211,0.008855098858475685,4.285902500152588,0.15000000596046448,16.039445877075195,1.9025713205337524,0.693749725818634,24.059167861938477,7.368126392364502,0.08750391751527786,76.34027099609375,6.428853511810303,0.10000000149011612,7.368126392364502,6.937497138977051,1.3503466844558716,-3.097428560256958,7.634027004241943,0.5
53,30.86221694946289,-91.82063293457031,10309.8603515625,6.566321849822998,0.10483785718679428,54.0,84.55316162109375,1.0,84.55316162109375,22.5,0.0,0.009337919764220715,429.6778259277344,0.15000000596046448,1614.6942138671875,1.5663217306137085,0.07338649779558182,2422.041259765625,84.55316162109375,1.0,0.0,644.5167236328125,0.10000000149011612,2244.296142578125,0.733864963054657,1.283491611480713,-3.433678150177002,0.0,0.5
54,30.87605094909668,-91.74382019042969,10448.2900390625,6.5781989097595215,0.9313883781433105,55.0,86.54682922363281,1.0,86.54682922363281,23.0,0.0,0.008487407118082047,32.93359375,0.15000000596046448,123.9260025024414,1.5781989097595215,0.6519718170166016,185.88900756835938,64.69461059570312,0.7475098371505737,0.0,49.400386810302734,0.10000000149011612,64.69461059570312,6.519718647003174,1.2858176231384277,-3.4218010902404785,0.0,0.5
55,30.889686584472656,-91.6681900024414,10583.6884765625,6.934689044952393,0.10376773774623871,56.0,85.45423126220703,1.0,85.45423126220703,23.0,0.0,0.008295563980937004,430.1914978027344,0.15000000596046448,1598.333984375,1.934688925743103,0.0726374164223671,2397.5009765625,85.45423126220703,1.0,0.0,645.2872314453125,0.10000000149011612,2223.352783203125,0.7263741493225098,1.3568408489227295,-3.0653109550476074,0.0,0.5
56,30.903913497924805,-91.58941650390625,10661.396484375,7.13327169418335,0.7008681297302246,57.0,89.02162170410156,1.0,89.02162170410156,23.0,0.0,0.008276443928480148,143.5832977294922,0.15000000596046448,555.7399291992188,2.1332714557647705,0.49060767889022827,833.6099243164062,89.02162170410156,1.0,0.0,215.3749542236328,0.10000000149011612,424.6344909667969,4.906076908111572,1.3974101543426514,-2.8667285442352295,0.0,0.5
57,30.91749382019043,-91.51388549804688,10668.0,7.153314113616943,0.9078028798103333,58.0,85.4483642578125,1.0,85.4483642578125,23.0,0.0,0.008432894013822079,44.25462341308594,0.15000000596046448,164.4123992919922,2.1533143520355225,0.6354619860649109,246.6186065673828,85.4483642578125,1.0,0.0,66.3819351196289,0.10000000149011612,89.90184783935547,6.354619979858398,1.4015443325042725,-2.8466856479644775,0.0,0.5
58,30.93096923828125,-91.43856048583984,10668.0,6.990657329559326,0.08817324042320251,59.0,85.05315399169922,1.0,85.05315399169922,23.0,0.0,0.008749371394515038,437.6768493652344,0.15000000596046448,1618.5128173828125,1.990657091140747,0.06172126531600952,2427.769287109375,85.05315399169922,1.0,0.0,656.5152587890625,0.10000000149011612,2277.92431640625,0.6172126531600952,1.3682024478912354,-3.009342908859253,0.0,0.5
59,30.944610595703125,-91.36152648925781,10668.0,6.670652389526367,0.24166207015514374,60.0,71.79682922363281,1.0,71.79682922363281,19.0,0.0,0.009221334010362625,364.002197265625,0.15000000596046448,1375.484375,1.6706525087356567,0.16916345059871674,2063.2265625,71.79682922363281,1.0,0.0,546.0032958984375,0.10000000149011612,1714.2039794921875,1.6916345357894897,1.3040127754211426,-3.3293473720550537,0.0,0.5
60,30.957763671875,-91.2874984741211,10668.0,6.574045181274414,0.01744856871664524,61.0,68.8805923461914,1.0,68.8805923461914,19.0,0.0,0.008482727222144604,471.62469482421875,0.15000000596046448,1709.7783203125,1.5740454196929932,0.012213997542858124,2564.66748046875,68.8805923461914,1.0,0.0,707.43701171875,0.10000000149011612,2533.3427734375,0.12213997542858124,1.285003900527954,-3.425954580307007,0.0,0.5
61,30.971433639526367,-91.2103271484375,10668.0,6.939479827880859,0.7495051622390747,62.0,71.64704132080078,1.0,71.64704132080078,19.0,0.0,0.008262175135314465,120.23751831054688,0.15000000596046448,453.4032897949219,1.9394795894622803,0.5246536135673523,680.10498046875,71.64704132080078,1.0,0.0,180.3562774658203,0.10000000149011612,323.2854309082031,5.2465362548828125,1.3578112125396729,-3.0605204105377197,0.0,0.5
62,30.985366821289062,-91.13152313232422,10668.0,7.168302059173584,0.11351624131202698,63.0,34.523948669433594,1.0,34.523948669433594,9.0,0.0,0.008217042312026024,425.51220703125,0.0,1632.2623291015625,2.168302059173584,0.07946136593818665,2448.3935546875,34.523948669433594,1.0,0.0,638.268310546875,0.10000000149011612,2253.8408203125,0.7946136593818665,1.404640555381775,-2.831697940826416,0.0,0.5
63,30.9984130859375,-91.05665588378906,10668.5078125,7.215878963470459,0.6009390950202942,64.0,32.66728210449219,1.0,32.66728210449219,9.0,0.0,0.008343663066625595,191.54922485351562,0.0,695.265869140625,2.215879201889038,0.4206573963165283,1042.8988037109375,32.66728210449219,1.0,0.0,287.3238220214844,0.10000000149011612,604.1957397460938,4.206573963165283,1.4144960641860962,-2.784120798110962,0.0,0.5
