step, lat, lon, alt, snr, load, handovers, allocated_bw, allocation_ratio, demand_MB, throughput_req, queing_delay_s, propagation_latency_s, transmission_rate_mbps, latency_req_s, beam_capacity, service_drop_s, dwell_remaining_s, ttt_remaining_s
0,29.956899642944336,-95.33689880371094,327.6600036621094,18.503131866455078,0.6591103076934814,0.0,3.8499999046325684,1.0,3.8499999046325684,30.799999237060547,0.0,0.05268693342804909,30.799999237060547,0.0,60.0,0.0,4.0,0.0
1,29.954181671142578,-95.33330535888672,365.760009765625,8.830511093139648,0.6583361029624939,0.0,22.380781173706055,1.0,22.380781173706055,32.79999923706055,8.665155520740965e-16,0.053876351565122604,32.79999923706055,0.10000000149011612,327.52362060546875,0.0,0.0,0.0
2,29.951461791992188,-95.3297119140625,403.8599853515625,8.818869590759277,0.6674675345420837,0.0,21.767051696777344,1.0,21.767051696777344,32.79999923706055,0.0,0.05309506505727768,32.79999923706055,0.10000000149011612,318.542236328125,0.0,0.0,0.0
3,29.94874382019043,-95.32611846923828,441.9599914550781,17.458019256591797,0.6788358688354492,1.0,21.18610191345215,1.0,21.18610191345215,32.79999923706055,0.0,0.0528242327272892,32.79999923706055,0.10000000149011612,310.04052734375,0.0,0.0,0.0
4,29.945999145507812,-95.32227325439453,472.44000244140625,9.066678047180176,0.6640035510063171,1.0,21.38686752319336,1.0,21.38686752319336,32.79999923706055,0.0,0.05241655930876732,32.79999923706055,0.10000000149011612,312.97857666015625,0.0,0.0,0.0
5,29.94325065612793,-95.31836700439453,501.0150146484375,22.478824615478516,0.6710619330406189,2.0,20.885700225830078,1.0,20.885700225830078,32.79999923706055,0.0,0.05590791255235672,32.79999923706055,0.10000000149011612,305.6444091796875,0.0,0.0,0.0
6,29.940500259399414,-95.31446075439453,529.5900268554688,8.920010566711426,0.6616528630256653,2.0,20.20407485961914,1.0,20.20407485961914,32.79999923706055,0.0,0.05247863382101059,32.79999923706055,0.10000000149011612,295.6694030761719,0.0,0.0,0.07217676192522049
7,29.937694549560547,-95.31027221679688,553.8787231445312,8.769492149353027,0.6510470509529114,2.0,20.497106552124023,1.0,20.497106552124023,32.79999923706055,0.0,0.053171224892139435,32.79999923706055,0.10000000149011612,299.9576416015625,0.0,0.0,0.0
8,29.934850692749023,-95.30590057373047,575.3099975585938,20.502906799316406,0.7045316696166992,3.0,20.396215438842773,1.0,20.396215438842773,32.79999923706055,0.0,0.05371840298175812,32.79999923706055,0.10000000149011612,298.481201171875,0.0,0.025313377380371094,0.0
9,29.9320068359375,-95.30152130126953,596.7412719726562,9.286669731140137,0.7069530487060547,3.0,19.670358657836914,1.0,19.670358657836914,32.79999923706055,0.0,0.05366066098213196,32.79999923706055,0.10000000149011612,287.85888671875,0.0,0.0,0.0
10,29.928987503051758,-95.29693603515625,620.0775146484375,9.28138542175293,0.7122839093208313,3.0,19.98582649230957,1.0,19.98582649230957,32.79999923706055,8.665155520740965e-16,0.055123161524534225,32.79999923706055,0.10000000149011612,292.4754943847656,0.0,0.0,0.12540817260742188
11,29.92570686340332,-95.29203033447266,646.271240234375,9.315126419067383,0.6965864300727844,3.0,20.73924446105957,1.0,20.73924446105957,32.79999923706055,0.0,0.05125507339835167,32.79999923706055,0.10000000149011612,303.50115966796875,0.0,0.0,0.0
12,29.92242431640625,-95.28712463378906,672.4650268554688,9.032220840454102,0.6914221048355103,3.0,20.028757095336914,1.0,20.028757095336914,32.79999923706055,0.0,0.05151308327913284,32.79999923706055,0.10000000149011612,293.103759765625,0.0,0.0,0.11493728309869766
13,29.919055938720703,-95.28216552734375,704.8499755859375,8.904391288757324,0.6886470913887024,3.0,19.75629234313965,1.0,19.75629234313965,32.79999923706055,0.0,0.0531807616353035,32.79999923706055,0.10000000149011612,289.116455078125,0.0,0.0,0.0
14,29.915340423583984,-95.2770004272461,762.0,8.87909984588623,0.7017262578010559,4.0,20.734987258911133,1.0,20.734987258911133,32.79999923706055,0.0,0.052034761756658554,32.79999923706055,0.10000000149011612,303.4388427734375,0.0,0.0,0.0
15,29.911623001098633,-95.27183532714844,819.1500244140625,8.929997444152832,0.6933205127716064,4.0,20.426170349121094,1.0,20.426170349121094,32.79999923706055,0.0,0.05275510251522064,32.79999923706055,0.10000000149011612,298.9195556640625,0.0,0.0,0.018007362261414528
16,29.907907485961914,-95.26667022705078,876.2999877929688,8.742133140563965,0.6890239715576172,4.0,20.126428604125977,1.0,20.126428604125977,32.79999923706055,0.0,0.05229954048991203,32.79999923706055,0.10000000149011612,294.5331115722656,0.0,0.0,0.0
17,29.904190063476562,-95.2614974975586,933.4500122070312,8.612043380737305,0.6919154524803162,4.0,19.835369110107422,1.0,19.835369110107422,32.79999923706055,0.0,0.05339660495519638,32.79999923706055,0.10000000149011612,290.2737121582031,0.0,0.0,0.1621050238609314
18,29.90047264099121,-95.25633239746094,990.5999755859375,8.580742835998535,0.6849989295005798,4.0,19.55261993408203,1.0,19.55261993408203,32.79999923706055,0.0,0.056233394891023636,32.79999923706055,0.10000000149011612,286.13592529296875,0.0,0.0,0.23106810450553894
19,29.896745681762695,-95.25103759765625,1042.579345703125,8.410507202148438,0.6830612421035767,4.0,19.634965896606445,1.0,19.634965896606445,32.79999923706055,0.0,0.05308754742145538,32.79999923706055,0.10000000149011612,287.3409423828125,0.0,0.0,0.21098415553569794
20,29.89297866821289,-95.2452163696289,1073.875732421875,8.306903839111328,0.6698500514030457,4.0,20.852272033691406,1.0,20.852272033691406,32.79999923706055,0.0,0.052528657019138336,32.79999923706055,0.10000000149011612,305.15521240234375,0.0,0.0,0.0
21,29.889211654663086,-95.23939514160156,1105.172119140625,8.04495620727539,0.6810591816902161,4.0,20.792512893676758,1.0,20.792512893676758,32.79999923706055,0.0,0.05687133967876434,32.79999923706055,0.10000000149011612,304.2806701660156,0.0,0.0,0.0
22,29.88544273376465,-95.23357391357422,1136.4686279296875,8.107881546020508,0.6851856708526611,4.0,20.733097076416016,1.0,20.733097076416016,32.79999923706055,0.0,0.058264248073101044,32.79999923706055,0.10000000149011612,303.4111633300781,0.0,0.0,0.0
23,29.881675720214844,-95.22775268554688,1167.7650146484375,17.072532653808594,0.6872009038925171,5.0,20.674022674560547,1.0,20.674022674560547,32.79999923706055,0.0,0.06476540118455887,32.79999923706055,0.10000000149011612,302.5466613769531,0.0,0.0,0.0
24,29.877906799316406,-95.22193145751953,1199.0614013671875,8.663671493530273,0.6891144514083862,5.0,20.615285873413086,1.0,20.615285873413086,32.79999923706055,0.0,0.0551302433013916,32.79999923706055,0.10000000149011612,301.6871337890625,0.0,0.0,0.0
25,29.874122619628906,-95.21601867675781,1212.9246826171875,21.173179626464844,0.6904386281967163,6.0,20.838911056518555,1.0,20.838911056518555,32.79999923706055,0.0,0.056992072612047195,32.79999923706055,0.10000000149011612,304.95965576171875,0.0,0.0,0.0
26,29.870328903198242,-95.21004486083984,1215.1658935546875,8.827553749084473,0.6794474124908447,6.0,21.016281127929688,1.0,21.016281127929688,32.79999923706055,0.0,0.05503769963979721,32.79999923706055,0.10000000149011612,307.5553283691406,0.0,0.0,0.0
27,29.866535186767578,-95.2040786743164,1217.4071044921875,8.729785919189453,0.6932561993598938,6.0,21.036657333374023,1.0,21.036657333374023,32.79999923706055,0.0,0.057597361505031586,32.79999923706055,0.10000000149011612,307.853515625,0.0,0.0,0.0
