step, lat, lon, alt, snr, load, handovers, allocated_bw, allocation_ratio, demand_MB, throughput_req, queing_delay_s, propagation_latency_s, transmission_rate_mbps, latency_req_s, beam_capacity, service_drop_s, dwell_remaining_s, ttt_remaining_s
0,29.956899642944336,-95.33689880371094,327.6600036621094,-7.497310161590576,0.2914721369743347,0.0,0.5625,1.0,0.5625,4.5,0.0,0.011858227662742138,59.06593704223633,0.20000000298023224,42.51167297363281,0.0,14.0,0.0
1,29.954181671142578,-95.33330535888672,365.760009765625,-13.971648216247559,0.2914700508117676,0.0,3.0705339908599854,1.0,3.0705339908599854,4.5,0.0,0.011997927911579609,14.17066478729248,0.20000000298023224,232.060302734375,0.0,8.54127311706543,0.0
2,29.951461791992188,-95.3297119140625,403.8599853515625,-14.073369979858398,0.29147547483444214,0.0,2.9863333702087402,1.0,2.9863333702087402,4.5,0.0,0.01213627029210329,13.84882926940918,0.20000000298023224,225.6949920654297,0.0,3.2322356700897217,0.0
3,29.94874382019043,-95.32611846923828,441.9599914550781,-14.172941207885742,0.2914806306362152,0.0,2.906629800796509,1.0,2.906629800796509,4.5,0.0,0.012273186817765236,13.54074478149414,0.20000000298023224,219.66970825195312,0.0,0.0,0.0
4,29.945999145507812,-95.32227325439453,472.44000244140625,-14.270447731018066,0.29148539900779724,0.0,2.934174060821533,1.0,2.934174060821533,4.5,0.0,0.012413625605404377,13.24557113647461,0.20000000298023224,221.7498779296875,0.0,0.0,4.783690452575684
5,29.94325065612793,-95.31836700439453,501.0150146484375,-14.369281768798828,0.29149022698402405,0.0,2.8654162883758545,1.0,2.8654162883758545,4.5,0.0,0.012552854605019093,12.95283031463623,0.20000000298023224,216.55203247070312,0.0,0.0,0.0
6,29.940500259399414,-95.31446075439453,529.5900268554688,-14.466147422790527,0.29149487614631653,0.0,2.7719006538391113,1.0,2.7719006538391113,4.5,0.0,0.012689435854554176,12.67208480834961,0.20000000298023224,209.4832763671875,0.0,0.0,5.072176933288574
7,29.937694549560547,-95.31027221679688,553.8787231445312,-14.56020736694336,0.2914991080760956,0.0,2.812102794647217,1.0,2.812102794647217,4.5,0.0,0.012829850427806377,12.405198097229004,0.20000000298023224,212.520263671875,0.0,0.0,0.07288269698619843
8,29.934850692749023,-95.30590057373047,575.3099975585938,-14.655829429626465,0.29150334000587463,0.0,2.7982611656188965,1.0,2.7982611656188965,4.5,0.0,0.012971373274922371,12.139544486999512,0.20000000298023224,211.47293090820312,0.0,0.0,0.0
9,29.9320068359375,-95.30152130126953,596.7412719726562,-14.751103401184082,0.2915075719356537,0.0,2.6986773014068604,1.0,2.6986773014068604,4.5,0.0,0.013109514489769936,11.88042163848877,0.20000000298023224,203.9458465576172,0.0,0.0,5.2023515701293945
10,29.928987503051758,-95.29693603515625,620.0775146484375,-14.843189239501953,0.29151132702827454,0.0,2.741957902908325,1.0,2.741957902908325,4.5,0.0,0.01325149368494749,11.635143280029297,0.20000000298023224,207.215576171875,0.0,0.0,0.32775983214378357
11,29.92570686340332,-95.29203033447266,646.271240234375,-14.936867713928223,0.29151496291160583,0.0,2.845323324203491,1.0,2.845323324203491,4.5,0.0,0.013400507159531116,11.390735626220703,0.20000000298023224,215.02601623535156,0.0,0.0,0.0
12,29.92242431640625,-95.28712463378906,672.4650268554688,-15.033980369567871,0.2915189266204834,0.0,2.74784779548645,1.0,2.74784779548645,4.5,0.0,0.013545987196266651,11.142705917358398,0.20000000298023224,207.65846252441406,0.0,0.0,5.1149373054504395
13,29.919055938720703,-95.28216552734375,704.8499755859375,-15.127775192260742,0.2915225625038147,0.0,2.7104668617248535,1.0,2.7104668617248535,4.5,0.0,0.013690938241779804,10.908199310302734,0.20000000298023224,204.83248901367188,0.0,0.0,0.2963295578956604
14,29.915340423583984,-95.2770004272461,762.0,-15.220298767089844,0.2915257215499878,0.0,2.8447391986846924,1.0,2.8447391986846924,4.5,0.0,0.013844502158463001,10.681636810302734,0.20000000298023224,214.97862243652344,0.0,0.0,0.0
15,29.911623001098633,-95.27183532714844,819.1500244140625,-15.31716537475586,0.29152923822402954,0.0,2.80237078666687,1.0,2.80237078666687,4.5,0.0,0.013997209258377552,10.449406623840332,0.20000000298023224,211.77577209472656,0.0,0.0,5.018007278442383
16,29.907907485961914,-95.26667022705078,876.2999877929688,-15.412432670593262,0.29153257608413696,0.0,2.7612478733062744,1.0,2.7612478733062744,4.5,0.0,0.014149022288620472,10.22586727142334,0.20000000298023224,208.66709899902344,0.0,0.0,5.0911149978637695
17,29.904190063476562,-95.2614974975586,933.4500122070312,-15.50611686706543,0.29153576493263245,0.0,2.721315860748291,1.0,2.721315860748291,4.5,0.0,0.014299907721579075,10.010642051696777,0.20000000298023224,205.64852905273438,0.0,0.0,5.162105083465576
18,29.90047264099121,-95.25633239746094,990.5999755859375,-15.598237991333008,0.2915387749671936,0.0,2.6825242042541504,1.0,2.6825242042541504,4.5,0.0,0.014449839480221272,9.803364753723145,0.20000000298023224,202.71620178222656,0.0,0.0,5.231068134307861
19,29.896745681762695,-95.25103759765625,1042.579345703125,-15.688848495483398,0.29154151678085327,0.0,2.4543707370758057,1.0,2.4543707370758057,4.099999904632568,0.0,0.014601558446884155,9.603618621826172,0.10000000149011612,203.5691375732422,0.0,0.0,5.210984230041504
20,29.89297866821289,-95.2452163696289,1073.875732421875,-15.77967357635498,0.2915438413619995,0.0,2.606534004211426,1.0,2.606534004211426,4.099999904632568,0.0,0.01476388331502676,9.407430648803711,0.10000000149011612,216.1890869140625,0.0,0.0,4.9140801429748535
21,29.889211654663086,-95.23939514160156,1105.172119140625,-15.875682830810547,0.2915465533733368,0.0,2.5990641117095947,1.0,2.5990641117095947,4.099999904632568,0.0,0.014926929026842117,9.204345703125,0.10000000149011612,215.56869506835938,0.0,0.0,4.928655624389648
22,29.88544273376465,-95.23357391357422,1136.4686279296875,-15.971060752868652,0.29154908657073975,0.0,2.591637134552002,1.0,2.591637134552002,4.099999904632568,0.0,0.015090649016201496,9.00688362121582,0.10000000149011612,214.95191955566406,0.0,0.0,4.9431471824646
23,29.881675720214844,-95.22775268554688,1167.7650146484375,-16.0657901763916,0.29155150055885315,0.0,2.5842528343200684,1.0,2.5842528343200684,4.099999904632568,0.0,0.015255001373589039,8.814903259277344,0.10000000149011612,214.3387451171875,0.0,0.0,0.0
24,29.877906799316406,-95.22193145751953,1199.0614013671875,-16.15985870361328,0.2915537357330322,0.0,2.5769107341766357,1.0,2.5769107341766357,4.099999904632568,0.0,0.015419945120811462,8.628267288208008,0.10000000149011612,213.72911071777344,0.0,0.0,4.97188138961792
25,29.874122619628906,-95.21601867675781,1212.9246826171875,-16.253299713134766,0.2915557324886322,0.0,2.6048638820648193,1.0,2.6048638820648193,4.099999904632568,0.0,0.01558775920420885,8.446741104125977,0.10000000149011612,216.0469207763672,0.0,0.0,0.0
26,29.870328903198242,-95.21004486083984,1215.1658935546875,-11.264978408813477,0.2941082715988159,1.0,0.0,0.0,2.627035140991211,4.099999904632568,1000.0,0.008632993325591087,0.0,0.10000000149011612,0.0,5.125922203063965,9.874077796936035,0.0
27,29.866535186767578,-95.2040786743164,1217.4071044921875,-11.211220741271973,0.2941087484359741,1.0,2.629582166671753,1.0,2.629582166671753,4.099999904632568,0.0,0.008584091439843178,26.306209564208984,0.10000000149011612,217.31109619140625,2.874077796936035,4.743185997009277,0.0
28,29.862592697143555,-95.1982192993164,1230.7711181640625,-11.161863327026367,0.2941092252731323,1.0,2.634321928024292,1.0,2.634321928024292,4.099999904632568,0.0,0.008539929054677486,26.596065521240234,0.10000000149011612,217.70265197753906,0.0,0.0,0.0
29,29.858055114746094,-95.19283294677734,1288.626708984375,-11.116848945617676,0.2941097021102905,1.0,2.664731025695801,1.0,2.664731025695801,4.099999904632568,0.0,0.008500082418322563,26.86309814453125,0.10000000149011612,220.21554565429688,0.0,0.0,4.800524711608887
30,29.853519439697266,-95.18744659423828,1346.482177734375,-11.076297760009766,0.29411014914512634,1.0,2.6616272926330566,1.0,2.6616272926330566,4.099999904632568,0.0,0.008465453051030636,27.10586166381836,0.10000000149011612,219.9589080810547,0.0,0.0,0.0
31,29.848981857299805,-95.18205261230469,1404.3377685546875,-4.859657287597656,0.29411056637763977,2.0,2.6585309505462646,1.0,2.6585309505462646,4.099999904632568,0.0,0.00843608658760786,101.93705749511719,0.10000000149011612,219.70289611816406,5.0,9.812623023986816,0.0
32,29.844444274902344,-95.17666625976562,1462.193359375,-11.010810852050781,0.2941109836101532,2.0,2.6554417610168457,1.0,2.6554417610168457,4.099999904632568,0.0,0.008412022143602371,27.502376556396484,0.10000000149011612,219.44747924804688,0.0,4.631272792816162,0.0
33,29.839906692504883,-95.17127990722656,1520.048828125,-10.986079216003418,0.2941114008426666,2.0,2.652359962463379,1.0,2.652359962463379,4.099999904632568,0.0,0.008393284864723682,27.653564453125,0.10000000149011612,219.1926727294922,0.0,0.0,0.0
34,29.835636138916016,-95.16615295410156,1587.201171875,-10.966798782348633,0.29411178827285767,2.0,2.5061004161834717,1.0,2.5061004161834717,4.099999904632568,0.0,0.008380397222936153,27.771987915039062,0.10000000149011612,207.10556030273438,0.0,0.0,5.110048294067383
35,29.83142852783203,-95.16109466552734,1656.6776123046875,-10.953529357910156,0.29411211609840393,2.0,2.466109275817871,1.0,2.466109275817871,4.099999904632568,0.0,0.008372360840439796,27.853776931762695,0.10000000149011612,203.80056762695312,0.0,0.0,0.29812777042388916
36,29.82722282409668,-95.15603637695312,1726.1541748046875,-10.945273399353027,0.2941124439239502,2.0,2.461552143096924,1.0,2.461552143096924,4.099999904632568,0.0,0.008368970826268196,27.90477752685547,0.10000000149011612,203.4238739013672,0.0,0.0,0.0
37,29.823307037353516,-95.15071105957031,1797.73388671875,-10.941764831542969,0.29411277174949646,2.0,2.447528839111328,1.0,2.447528839111328,4.099999904632568,0.0,0.008370117284357548,27.926477432250977,0.10000000149011612,202.264892578125,0.0,0.0,5.224333763122559
38,29.819826126098633,-95.14497375488281,1872.468505859375,-10.942917823791504,0.29411306977272034,2.0,2.4443323612213135,1.0,2.4443323612213135,4.099999904632568,0.0,0.008375708945095539,27.919347763061523,0.10000000149011612,202.00064086914062,0.0,0.0,0.45490506291389465
39,29.81634521484375,-95.13924407958984,1947.203125,-10.948787689208984,0.2941133677959442,2.0,2.4355130195617676,1.0,2.4355130195617676,4.099999904632568,0.0,0.008385788649320602,27.883056640625,0.10000000149011612,201.27174377441406,0.0,0.0,0.0
40,29.8128662109375,-95.13351440429688,2021.937744140625,-10.959305763244629,0.2941136658191681,2.0,2.4267578125,1.0,2.4267578125,4.099999904632568,0.0,0.008400293998420238,27.818145751953125,0.10000000149011612,200.54811096191406,0.0,0.0,5.264863014221191
41,29.809385299682617,-95.1277847290039,2096.67236328125,-10.974388122558594,0.2941139340400696,2.0,2.4180655479431152,1.0,2.4180655479431152,4.099999904632568,0.0,0.008419155143201351,27.72531509399414,0.10000000149011612,199.8297119140625,0.0,0.0,0.5466863512992859
42,29.805763244628906,-95.12190246582031,2170.571044921875,-10.993931770324707,0.2941141724586487,2.0,2.4827704429626465,1.0,2.4827704429626465,4.099999904632568,0.0,0.008443097583949566,27.6054744720459,0.10000000149011612,205.17686462402344,0.0,0.0,0.0
43,29.801578521728516,-95.11542510986328,2241.126708984375,-11.018648147583008,0.29411444067955017,2.0,2.7653322219848633,1.0,2.7653322219848633,4.099999904632568,0.0,0.008475254289805889,27.454627990722656,0.10000000149011612,228.52777099609375,0.0,0.0,4.604229927062988
44,29.797391891479492,-95.10894012451172,2311.68212890625,-11.051765441894531,0.29411470890045166,2.0,2.749652147293091,1.0,2.749652147293091,4.099999904632568,0.0,0.008512793108820915,27.25374984741211,0.10000000149011612,227.2318878173828,0.0,0.0,0.0
45,29.7932071685791,-95.10246276855469,2382.23779296875,-11.090250015258789,0.29411494731903076,2.0,2.734149932861328,1.0,2.734149932861328,4.099999904632568,0.0,0.008555550128221512,27.022096633911133,0.10000000149011612,225.95069885253906,0.0,0.0,4.665073394775391
46,29.78902244567871,-95.09597778320312,2452.793212890625,-11.133865356445312,0.29411518573760986,2.0,2.7188222408294678,1.0,2.7188222408294678,4.099999904632568,0.0,0.008603360503911972,26.761852264404297,0.10000000149011612,224.68392944335938,0.0,0.0,0.0
47,29.78483772277832,-95.08949279785156,2523.348876953125,-11.182363510131836,0.29411542415618896,3.0,2.7036662101745605,1.0,2.7036662101745605,4.099999904632568,0.0,0.008656051941215992,26.475303649902344,0.10000000149011612,223.43136596679688,5.0,9.724554061889648,0.0
48,29.781906127929688,-95.08250427246094,2593.041259765625,-11.235153198242188,0.2941156327724457,3.0,2.5828843116760254,1.0,2.5828843116760254,4.099999904632568,0.0,0.008710717782378197,26.166765213012695,0.10000000149011612,213.4498748779297,0.0,4.684779644012451,0.0
49,29.779287338256836,-95.07538604736328,2662.517578125,-11.289817810058594,0.29411581158638,3.0,5.607053756713867,1.0,5.607053756713867,9.0,0.0,0.008769089356064796,25.850921630859375,0.30000001192092896,211.0896453857422,0.0,0.0,0.0
50,29.776670455932617,-95.06826782226562,2731.994140625,-11.347894668579102,0.29411599040031433,3.0,5.568096160888672,1.0,5.568096160888672,9.0,0.0,0.008831299841403961,25.519390106201172,0.30000001192092896,209.62294006347656,0.0,0.0,5.050580978393555
51,29.775362014770508,-95.06090545654297,2794.0,-11.409043312072754,0.29411616921424866,3.0,5.375088691711426,1.0,5.375088691711426,9.0,0.0,0.008894916623830795,25.174758911132812,0.30000001192092896,202.35670471191406,0.0,0.0,0.27272462844848633
