step, lat, lon, alt, snr, load, handovers, allocated_bw, allocation_ratio, demand_MB, throughput_req, queing_delay_s, propagation_latency_s, transmission_rate_mbps, latency_req_s, beam_capacity
392,29.804000854492188,-94.80203247070312,3746.5,6.902217864990234,0.20475532114505768,36.0,2.7187459468841553,1.0,2.7187459468841553,21.0,0.0,0.008524484001100063,381.7174377441406,0.15000000596046448,49.418704986572266
393,29.804269790649414,-94.79981994628906,3756.9140625,6.896827697753906,0.17913924157619476,36.0,2.7173821926116943,1.0,2.7173821926116943,21.0,0.0,0.008529969491064548,394.0131530761719,0.15000000596046448,50.98496627807617
394,29.804540634155273,-94.79759979248047,3767.327880859375,6.891240119934082,0.15489329397678375,36.0,2.716019630432129,1.0,2.716019630432129,21.0,0.0,0.008535651490092278,405.6512145996094,0.15000000596046448,52.464603424072266
395,29.8048095703125,-94.79537963867188,3777.741943359375,6.885456562042236,0.1321178823709488,36.0,2.714658260345459,1.0,2.714658260345459,21.0,0.0,0.008541529066860676,416.5834045410156,0.15000000596046448,53.851505279541016
396,29.80508041381836,-94.79316711425781,3788.156005859375,6.879477500915527,0.11090697348117828,36.0,2.7132985591888428,1.0,2.7132985591888428,21.0,0.0,0.008547601290047169,426.7646484375,0.15000000596046448,55.13999557495117
397,29.805349349975586,-94.79094696044922,3798.570068359375,6.873304843902588,0.09134764969348907,36.0,2.711940050125122,1.0,2.711940050125122,21.0,0.0,0.008553868159651756,436.15313720703125,0.15000000596046448,56.3248176574707
398,29.805620193481445,-94.78873443603516,3808.98388671875,6.866939067840576,0.07351987063884735,36.0,2.710582971572876,1.0,2.710582971572876,21.0,0.0,0.008560328744351864,444.71044921875,0.15000000596046448,57.40117263793945
399,29.805889129638672,-94.78651428222656,3819.39794921875,6.860381126403809,0.05749606713652611,36.0,2.7092270851135254,1.0,2.7092270851135254,21.0,0.0,0.008566981181502342,452.4018859863281,0.15000000596046448,58.36473846435547
400,29.80615997314453,-94.7843017578125,3829.81201171875,6.853633403778076,0.04334092140197754,36.0,2.7078726291656494,1.0,2.7078726291656494,21.0,0.0,0.008573826402425766,459.19635009765625,0.15000000596046448,59.2116813659668
401,29.80643081665039,-94.7820816040039,3840.22607421875,6.846695899963379,0.03111109882593155,36.0,2.706519603729248,1.0,2.706519603729248,21.0,0.0,0.00858086347579956,465.0666809082031,0.15000000596046448,59.93867111206055
402,29.806699752807617,-94.77986907958984,3850.639892578125,6.839570045471191,0.7321406602859497,37.0,2.705167770385742,1.0,2.705167770385742,21.0,0.0,0.008588090538978577,128.57247924804688,0.15000000596046448,16.562387466430664
403,29.806970596313477,-94.77764892578125,3861.053955078125,6.8322577476501465,0.7603086233139038,37.0,2.70381760597229,1.0,2.70381760597229,21.0,0.0,0.008595507591962814,115.0518569946289,0.15000000596046448,14.8132963180542
404,29.807239532470703,-94.77543640136719,3871.468017578125,6.824759483337402,0.787372350692749,37.0,2.7024683952331543,1.0,2.7024683952331543,21.0,0.0,0.008603112772107124,102.06126403808594,0.15000000596046448,13.134159088134766
405,29.807510375976562,-94.7732162475586,3881.882080078125,6.817077159881592,0.8132202625274658,37.0,2.701120615005493,1.0,2.701120615005493,21.0,0.0,0.008610907010734081,89.65425872802734,0.15000000596046448,11.531761169433594
406,29.80777931213379,-94.77100372314453,3892.2958984375,6.809211730957031,0.8377461433410645,37.0,2.6997742652893066,1.0,2.6997742652893066,21.0,0.0,0.008618888445198536,77.8818359375,0.15000000596046448,10.012542724609375
407,29.80805015563965,-94.76878356933594,3902.7099609375,6.801164150238037,0.8608495593070984,37.0,2.6984293460845947,1.0,2.6984293460845947,21.0,0.0,0.008627057075500488,66.79220581054688,0.15000000596046448,8.582573890686035
408,29.808319091796875,-94.76656341552734,3913.1240234375,6.792936325073242,0.882436215877533,37.0,2.6970856189727783,1.0,2.6970856189727783,21.0,0.0,0.008635411038994789,56.43061447143555,0.15000000596046448,7.247532844543457
409,29.808589935302734,-94.76435089111328,3923.5380859375,6.784529685974121,0.9024184346199036,37.0,2.6957430839538574,1.0,2.6957430839538574,21.0,0.0,0.008643949404358864,46.83914566040039,0.15000000596046448,6.012681484222412
410,29.808860778808594,-94.76213073730469,3933.951904296875,6.77594518661499,0.9207154512405396,37.0,2.6944022178649902,1.0,2.6944022178649902,21.0,0.0,0.008652673102915287,38.05659484863281,0.15000000596046448,4.882845878601074
411,29.80912971496582,-94.75991821289062,3944.365966796875,6.767184257507324,0.9372535943984985,37.0,2.6930623054504395,1.0,2.6930623054504395,21.0,0.0,0.008661579340696335,30.118274688720703,0.15000000596046448,3.8623998165130615
412,29.80940055847168,-94.75769805908203,3954.780029296875,6.758248329162598,0.9519668221473694,37.0,2.6917240619659424,1.0,2.6917240619659424,21.0,0.0,0.008670668117702007,23.055917739868164,0.15000000596046448,2.9552462100982666
413,29.809669494628906,-94.75552368164062,3963.162109375,6.749138832092285,0.964796781539917,37.0,2.125894784927368,0.8046444654464722,2.6420300006866455,21.0,0.2443600296974182,0.008679780177772045,16.897533416748047,0.15000000596046448,2.125894784927368
414,29.809940338134766,-94.75334930419922,3971.5439453125,6.740015029907227,0.9755145311355591,37.0,1.477508544921875,0.5596678853034973,2.6399736404418945,21.0,0.7912619709968567,0.008689064532518387,11.75302505493164,0.15000000596046448,1.477508544921875
415,29.810209274291992,-94.75116729736328,3979.926025390625,6.730729579925537,0.03720903396606445,38.0,2.637920618057251,1.0,2.637920618057251,21.0,0.0,0.008698518387973309,462.1396789550781,0.15000000596046448,58.05179977416992
416,29.81048011779785,-94.74899291992188,3988.30810546875,6.721283912658691,0.050074268132448196,38.0,2.635870933532715,1.0,2.635870933532715,21.0,0.0,0.00870814174413681,455.96435546875,0.15000000596046448,57.2315788269043
417,29.810749053955078,-94.74681854248047,3996.68994140625,6.711679458618164,0.06472060084342957,38.0,2.633824348449707,1.0,2.633824348449707,21.0,0.0,0.008717934601008892,448.9341125488281,0.15000000596046448,56.3054084777832
418,29.811019897460938,-94.74463653564453,4005.072021484375,6.701918125152588,0.08108565956354141,38.0,2.6317808628082275,1.0,2.6317808628082275,21.0,0.0,0.00872789416462183,441.0788879394531,0.15000000596046448,55.27728271484375
419,29.811290740966797,-94.74246215820312,4013.4541015625,6.692000865936279,0.0991004928946495,38.0,2.6297404766082764,1.0,2.6297404766082764,21.0,0.0,0.00873801950365305,432.4317626953125,0.15000000596046448,54.15158462524414
420,29.811559677124023,-94.74028778076172,4021.8359375,6.681929588317871,0.1186898872256279,38.0,2.6277031898498535,1.0,2.6277031898498535,21.0,0.0,0.008748311549425125,423.0288391113281,0.15000000596046448,52.93306350708008
421,29.811830520629883,-94.73811340332031,4030.218017578125,6.67170524597168,0.1397726684808731,38.0,2.625669240951538,1.0,2.625669240951538,21.0,0.0,0.008758766576647758,412.90911865234375,0.15000000596046448,51.626800537109375
422,29.81209945678711,-94.73593139648438,4038.60009765625,6.661330223083496,0.16226206719875336,38.0,2.623638391494751,1.0,2.623638391494751,21.0,0.0,0.008769386447966099,402.11419677734375,0.15000000596046448,50.23820114135742
423,29.81237030029297,-94.73375701904297,4046.98193359375,6.650805473327637,0.186066135764122,38.0,2.621610641479492,1.0,2.621610641479492,21.0,0.0,0.008780168369412422,390.6882629394531,0.15000000596046448,48.772972106933594
424,29.812639236450195,-94.73158264160156,4055.364013671875,6.640132904052734,0.21108807623386383,38.0,2.6195859909057617,1.0,2.6195859909057617,21.0,0.0,0.008791111409664154,378.677734375,0.15000000596046448,47.23708724975586
425,29.812910079956055,-94.72940063476562,4063.74609375,6.629313945770264,0.23722665011882782,38.0,2.6175644397735596,1.0,2.6175644397735596,21.0,0.0,0.00880221463739872,366.1311950683594,0.15000000596046448,45.63676071166992
426,29.813180923461914,-94.72722625732422,4072.1279296875,6.618350028991699,0.2643766701221466,38.0,2.6155459880828857,1.0,2.6155459880828857,21.0,0.0,0.00881347805261612,353.0992126464844,0.15000000596046448,43.97843933105469
427,29.81344985961914,-94.72505187988281,4080.510009765625,6.607243061065674,0.2924293279647827,38.0,2.6135306358337402,1.0,2.6135306358337402,21.0,0.0,0.008824899792671204,339.6339111328125,0.15000000596046448,42.26874542236328
428,29.813720703125,-94.72286987304688,4088.89208984375,6.595993995666504,0.3212727904319763,38.0,2.611518383026123,1.0,2.611518383026123,21.0,0.0,0.008836478926241398,325.7890625,0.15000000596046448,40.51448440551758
429,29.813989639282227,-94.72069549560547,4097.27392578125,6.5846052169799805,0.22686941921710968,39.0,2.609509229660034,1.0,2.609509229660034,21.0,0.0,0.008848213590681553,371.1026916503906,0.15000000596046448,46.11408996582031
430,29.814260482788086,-94.71852111816406,4105.65576171875,6.57307767868042,0.20125988125801086,39.0,2.6075031757354736,1.0,2.6075031757354736,21.0,0.0,0.008860104717314243,383.395263671875,0.15000000596046448,47.6049690246582
431,29.814529418945312,-94.71634674072266,4114.0380859375,6.561412811279297,0.17683379352092743,39.0,2.6055002212524414,1.0,2.6055002212524414,21.0,0.0,0.008872149512171745,395.1197814941406,0.15000000596046448,49.02307891845703
432,29.814800262451172,-94.71416473388672,4122.419921875,6.549612998962402,0.15368343889713287,39.0,2.6035001277923584,1.0,2.6035001277923584,21.0,0.0,0.008884347975254059,406.2319641113281,0.15000000596046448,50.363094329833984
433,29.8150691986084,-94.71199035644531,4130.8017578125,6.5376787185668945,0.13189581036567688,39.0,2.601503372192383,1.0,2.601503372192383,21.0,0.0,0.008896698243916035,416.69000244140625,0.15000000596046448,51.62002182006836
434,29.815340042114258,-94.7098159790039,4139.18408203125,6.5256123542785645,0.11155227571725845,39.0,2.5995094776153564,1.0,2.5995094776153564,21.0,0.0,0.008909200318157673,426.45489501953125,0.15000000596046448,52.78921890258789
435,29.815610885620117,-94.70763397216797,4147.56591796875,6.513415336608887,0.09272830188274384,39.0,2.5975186824798584,1.0,2.5975186824798584,21.0,0.0,0.008921852335333824,435.49041748046875,0.15000000596046448,53.86640548706055
436,29.815879821777344,-94.70545959472656,4155.9482421875,6.501089096069336,0.07549317181110382,39.0,2.5955309867858887,1.0,2.5955309867858887,21.0,0.0,0.008934653364121914,443.7632751464844,0.15000000596046448,54.84768295288086
437,29.816150665283203,-94.70328521728516,4164.330078125,6.488635540008545,0.05990978330373764,39.0,2.5935463905334473,1.0,2.5935463905334473,21.0,0.0,0.008947602473199368,451.2433166503906,0.15000000596046448,55.72954177856445
438,29.81641960144043,-94.70110321044922,4172.7119140625,6.47605562210083,0.046034421771764755,39.0,2.591564655303955,1.0,2.591564655303955,21.0,0.0,0.008960699662566185,457.9034729003906,0.15000000596046448,56.50887680053711
439,29.81669044494629,-94.69892883300781,4181.09423828125,6.463351726531982,0.03391657769680023,39.0,2.589586019515991,1.0,2.589586019515991,21.0,0.0,0.008973942138254642,463.72003173828125,0.15000000596046448,57.1829948425293
440,29.816959381103516,-94.6967544555664,4189.47607421875,6.45052433013916,0.023598795756697655,39.0,2.5876102447509766,1.0,2.5876102447509766,21.0,0.0,0.00898732990026474,468.6725769042969,0.15000000596046448,57.74961853027344
441,29.817230224609375,-94.694580078125,4197.85791015625,6.4375762939453125,0.015116548165678978,39.0,2.5856375694274902,1.0,2.5856375694274902,21.0,0.0,0.009000862017273903,472.7440490722656,0.15000000596046448,58.20689392089844
442,29.8174991607666,-94.69239807128906,4206.240234375,6.424508094787598,0.00849813874810934,39.0,2.5836679935455322,1.0,2.5836679935455322,21.0,0.0,0.009014536626636982,475.9208984375,0.15000000596046448,58.55340576171875
443,29.81785774230957,-94.69020080566406,4218.21435546875,6.411321640014648,0.15787404775619507,40.0,2.6262054443359375,1.0,2.6262054443359375,21.0,0.0,0.009028553031384945,404.220458984375,0.15000000596046448,50.55076217651367
444,29.818214416503906,-94.68800354003906,4230.1884765625,6.3978271484375,0.18145513534545898,40.0,2.626779317855835,1.0,2.626779317855835,21.0,0.0,0.009042729623615742,392.90155029296875,0.15000000596046448,49.14598083496094
445,29.818571090698242,-94.6858139038086,4242.1630859375,6.384199142456055,0.20630007982254028,40.0,2.6273534297943115,1.0,2.6273534297943115,21.0,0.0,0.009057065472006798,380.9759521484375,0.15000000596046448,47.66468811035156
446,29.818927764892578,-94.6836166381836,4254.13720703125,6.3704400062561035,0.23231150209903717,40.0,2.627927780151367,1.0,2.627927780151367,21.0,0.0,0.009071559645235538,368.490478515625,0.15000000596046448,46.1126823425293
447,29.819286346435547,-94.6814193725586,4266.111328125,6.356550216674805,0.2593872845172882,40.0,2.628502368927002,1.0,2.628502368927002,21.0,0.0,0.009086213074624538,355.4941101074219,0.15000000596046448,44.49604797363281
448,29.819643020629883,-94.6792221069336,4278.0859375,6.342531681060791,0.28742101788520813,40.0,2.629077196121216,1.0,2.629077196121216,21.0,0.0,0.009101023897528648,342.03790283203125,0.15000000596046448,42.821144104003906
449,29.81999969482422,-94.6770248413086,4290.06005859375,5.990660190582275,0.8701402544975281,41.0,2.629652261734009,1.0,2.629652261734009,21.0,0.0,0.009445859119296074,62.33268737792969,0.15000000596046448,7.805394649505615
450,29.820356369018555,-94.6748275756836,4302.0341796875,6.0053606033325195,0.8905515670776367,41.0,2.630227565765381,1.0,2.630227565765381,21.0,0.0,0.009429999627172947,52.53523635864258,0.15000000596046448,6.579982280731201
451,29.820714950561523,-94.6726303100586,4314.0087890625,6.019956111907959,0.9094200730323792,41.0,2.0044214725494385,1.0,2.0044214725494385,16.0,0.0,0.009414282627403736,43.47835159301758,0.15000000596046448,5.446808815002441
452,29.82107162475586,-94.6704330444336,4325.98291015625,6.034445285797119,0.9266699552536011,41.0,2.0048601627349854,1.0,2.0048601627349854,16.0,0.0,0.009398708119988441,35.19841384887695,0.15000000596046448,4.41049337387085
453,29.821428298950195,-94.6682357788086,4337.95703125,6.048826694488525,0.9422317147254944,41.0,2.0052990913391113,1.0,2.0052990913391113,16.0,0.0,0.009383277036249638,27.7287654876709,0.15000000596046448,3.4752793312072754
454,29.82178497314453,-94.66604614257812,4349.931640625,6.063098907470703,0.9560425281524658,41.0,2.0057382583618164,1.0,2.0057382583618164,16.0,0.0,0.0093679903075099,21.09957504272461,0.15000000596046448,2.6450140476226807
455,29.8221435546875,-94.66384887695312,4361.90576171875,6.077260971069336,0.9680464267730713,41.0,1.9231345653533936,0.9586063623428345,2.0061776638031006,16.0,0.043314460664987564,0.0093528488650918,15.337701797485352,0.15000000596046448,1.9231345653533936
456,29.822500228881836,-94.66165161132812,4373.8798828125,6.091310977935791,0.9781945943832397,41.0,1.312652826309204,0.6541620492935181,2.0066170692443848,16.0,0.5304222702980042,0.009337853640317917,10.466592788696289,0.15000000596046448,1.312652826309204
457,29.822856903076172,-94.65945434570312,4385.8544921875,6.105247974395752,0.986445426940918,41.0,0.8161426782608032,0.4066365659236908,2.007056713104248,16.0,1.4643471240997314,0.009323005564510822,6.506185054779053,0.15000000596046448,0.8161426782608032
458,29.823213577270508,-94.65725708007812,4397.82861328125,6.119071006774902,0.992764949798584,41.0,0.43572887778282166,0.21705085039138794,2.0074965953826904,16.0,3.6207363605499268,0.009308304637670517,3.472813606262207,0.15000000596046448,0.43572887778282166
459,29.823572158813477,-94.65505981445312,4409.802734375,6.132777690887451,0.9971267580986023,41.0,0.17307771742343903,0.08619679510593414,2.007936716079712,16.0,10.64342975616455,0.00929375272244215,1.3791487216949463,0.15000000596046448,0.17307771742343903
460,29.823928833007812,-94.65286254882812,4421.77734375,6.14636754989624,0.9995121955871582,41.0,0.029389528557658195,0.01463347114622593,2.0083770751953125,16.0,67.6185302734375,0.009279349818825722,0.23413553833961487,0.15000000596046448,0.029389528557658195
461,29.82428550720215,-94.65066528320312,4433.75146484375,6.149122714996338,0.3759755790233612,42.0,2.008817672729492,1.0,2.008817672729492,16.0,0.0,0.009307604283094406,299.5317077636719,0.15000000596046448,37.606536865234375
462,29.824642181396484,-94.64846801757812,4445.7255859375,6.133431434631348,0.4067704677581787,42.0,2.009258270263672,1.0,2.009258270263672,16.0,0.0,0.009324552491307259,284.75018310546875,0.15000000596046448,35.758541107177734
463,29.825000762939453,-94.64627838134766,4457.7001953125,6.1176300048828125,0.4379434287548065,42.0,2.0096991062164307,1.0,2.0096991062164307,16.0,0.0,0.0093416478484869,269.78717041015625,0.15000000596046448,33.886940002441406
464,29.82535743713379,-94.64408111572266,4469.67431640625,6.101720333099365,0.46937045454978943,42.0,2.0101401805877686,1.0,2.0101401805877686,16.0,0.0,0.009358889423310757,254.70217895507812,0.15000000596046448,31.999195098876953
465,29.825714111328125,-94.64188385009766,4481.6484375,6.085703372955322,0.5009264945983887,42.0,2.0105814933776855,1.0,2.0105814933776855,16.0,0.0,0.009376278147101402,239.5552978515625,0.15000000596046448,30.102840423583984
466,29.82607078552246,-94.63968658447266,4493.623046875,6.069580554962158,0.5324857234954834,42.0,2.0110230445861816,1.0,2.0110230445861816,16.0,0.0,0.009393812157213688,224.4068603515625,0.15000000596046448,28.205459594726562
467,29.82642936706543,-94.63748931884766,4505.59716796875,6.0533528327941895,0.5639222860336304,42.0,2.011464834213257,1.0,2.011464834213257,16.0,0.0,0.009411490522325039,209.3173065185547,0.15000000596046448,26.31464958190918
468,29.826786041259766,-94.63529205322266,4517.5712890625,6.037021636962891,0.5951105952262878,42.0,2.011906623840332,1.0,2.011906623840332,16.0,0.0,0.009429313242435455,194.346923828125,0.15000000596046448,24.437992095947266
469,29.8271427154541,-94.63309478759766,4529.5458984375,6.020588397979736,0.6259259581565857,42.0,2.0123486518859863,1.0,2.0123486518859863,16.0,0.0,0.009447279386222363,179.55555725097656,0.15000000596046448,22.583024978637695
470,29.827499389648438,-94.63089752197266,4541.52001953125,6.338493347167969,0.1967521458864212,43.0,2.0127909183502197,1.0,2.0127909183502197,16.0,0.0,0.009076433256268501,385.5589599609375,0.15000000596046448,48.50310134887695
471,29.828065872192383,-94.62883758544922,4547.14404296875,6.351884841918945,0.22247961163520813,43.0,1.9457337856292725,1.0,1.9457337856292725,16.0,0.0,0.009063146077096462,373.20977783203125,0.15000000596046448,45.38542938232422
472,29.82863426208496,-94.62677764892578,4552.7685546875,6.364610195159912,0.24840553104877472,43.0,1.943893551826477,1.0,1.943893551826477,16.0,0.0,0.009050018154084682,360.7653503417969,0.15000000596046448,43.830589294433594
473,29.829200744628906,-94.62471771240234,4558.39306640625,6.377201080322266,0.27524542808532715,43.0,1.942056655883789,1.0,1.942056655883789,16.0,0.0,0.009037048555910587,347.8822021484375,0.15000000596046448,42.225433349609375
474,29.82976722717285,-94.62265014648438,4564.01708984375,6.389657020568848,0.30289676785469055,43.0,1.9402233362197876,1.0,1.9402233362197876,16.0,0.0,0.0090242400765419,334.60955810546875,0.15000000596046448,40.57607650756836
475,29.830333709716797,-94.62059020996094,4569.6416015625,6.4019775390625,0.3312544524669647,43.0,1.9383933544158936,1.0,1.9383933544158936,16.0,0.0,0.009011589922010899,320.99786376953125,0.15000000596046448,38.888755798339844
476,29.830900192260742,-94.6185302734375,4575.265625,6.414161205291748,0.3602113127708435,43.0,1.9365668296813965,1.0,1.9365668296813965,16.0,0.0,0.008999100886285305,307.09857177734375,0.15000000596046448,37.16980743408203
477,29.831466674804688,-94.61647033691406,4580.89013671875,6.426207542419434,0.9883170127868652,44.0,0.6781092286109924,0.3504904806613922,1.9347437620162964,16.0,1.792680025100708,0.008986772038042545,5.607847690582275,0.15000000596046448,0.6781092286109924
478,29.832033157348633,-94.6144027709961,4586.51416015625,6.43811559677124,0.9808879494667053,44.0,1.1082631349563599,0.5733609199523926,1.9329240322113037,16.0,0.7191463708877563,0.008974602445960045,9.173774719238281,0.15000000596046448,1.1082631349563599
479,29.832599639892578,-94.61234283447266,4592.138671875,6.44988489151001,0.9716923832893372,44.0,1.6399520635604858,0.8492286801338196,1.931107759475708,16.0,0.17142361402511597,0.008962593972682953,13.587658882141113,0.15000000596046448,1.6399520635604858
480,29.833166122436523,-94.61028289794922,4597.7626953125,6.461514949798584,0.9607690572738647,44.0,1.9292949438095093,1.0,1.9292949438095093,16.0,0.0,0.00895074661821127,18.83085823059082,0.15000000596046448,2.2706425189971924
481,29.83373260498047,-94.60821533203125,4603.38720703125,6.473004341125488,0.9481629729270935,44.0,1.9274853467941284,1.0,1.9274853467941284,16.0,0.0,0.00893905945122242,24.881771087646484,0.15000000596046448,2.997453212738037
482,29.834299087524414,-94.60615539550781,4609.01123046875,6.4843525886535645,0.9339251518249512,44.0,1.9256792068481445,1.0,1.9256792068481445,16.0,0.0,0.008927534334361553,31.715930938720703,0.15000000596046448,3.817169427871704
483,29.834867477416992,-94.60409545898438,4614.6357421875,6.4955596923828125,0.9181122779846191,44.0,1.9238765239715576,1.0,1.9238765239715576,16.0,0.0,0.00891616940498352,39.30611801147461,0.15000000596046448,4.726256847381592
484,29.835433959960938,-94.60203552246094,4620.259765625,6.5066237449646,0.9007865190505981,44.0,1.9220770597457886,1.0,1.9220770597457886,16.0,0.0,0.008904965594410896,47.622467041015625,0.15000000596046448,5.7208781242370605
485,29.836000442504883,-94.59996795654297,4625.88427734375,6.517544746398926,0.8820154070854187,44.0,1.9202810525894165,1.0,1.9202810525894165,16.0,0.0,0.008893923833966255,56.63261413574219,0.15000000596046448,6.796908378601074
486,29.836566925048828,-94.59790802001953,4631.5087890625,6.528322219848633,0.8618712425231934,44.0,1.9184882640838623,1.0,1.9184882640838623,16.0,0.0,0.008883042261004448,66.30180358886719,0.15000000596046448,7.949952125549316
487,29.837133407592773,-94.5958480834961,4637.1328125,6.538954734802246,0.8404310941696167,44.0,1.9166988134384155,1.0,1.9166988134384155,16.0,0.0,0.008872323669493198,76.59306335449219,0.15000000596046448,9.17536449432373
488,29.83769989013672,-94.59378814697266,4642.75732421875,6.549442291259766,0.8177764415740967,44.0,1.9149127006530762,1.0,1.9149127006530762,16.0,0.0,0.008861766196787357,87.46731567382812,0.15000000596046448,10.468267440795898
489,29.838266372680664,-94.59172058105469,4648.38134765625,6.559783935546875,0.7939925789833069,44.0,1.9131299257278442,1.0,1.9131299257278442,16.0,0.0,0.0088513707742095,98.8835678100586,0.15000000596046448,11.823569297790527
490,29.83883285522461,-94.58966064453125,4654.005859375,6.569979667663574,0.7691686749458313,44.0,1.9113504886627197,1.0,1.9113504886627197,16.0,0.0,0.00884113647043705,110.7990493774414,0.15000000596046448,13.23598861694336
491,29.839399337768555,-94.58760070800781,4659.6298828125,6.5800275802612305,0.13442827761173248,45.0,1.909574270248413,1.0,1.909574270248413,16.0,0.0,0.008831065148115158,415.47442626953125,0.15000000596046448,49.586204528808594
492,29.8399658203125,-94.58554077148438,4665.25439453125,6.589928150177002,0.15553730726242065,45.0,1.9078013896942139,1.0,1.9078013896942139,16.0,0.0,0.008821154944598675,405.34210205078125,0.15000000596046448,48.33201217651367
493,29.840534210205078,-94.5834732055664,4670.87841796875,6.5996809005737305,0.17786435782909393,45.0,1.9060317277908325,1.0,1.9060317277908325,16.0,0.0,0.00881140772253275,394.6251220703125,0.15000000596046448,47.010498046875
494,29.841100692749023,-94.58141326904297,4676.5029296875,6.609284400939941,0.20132595300674438,45.0,1.904265284538269,1.0,1.904265284538269,16.0,0.0,0.008801821619272232,383.3635559082031,0.15000000596046448,45.626617431640625
495,29.84166717529297,-94.57935333251953,4682.126953125,6.618738174438477,0.2258349359035492,45.0,1.902502179145813,1.0,1.902502179145813,16.0,0.0,0.008792398497462273,371.5992126464844,0.15000000596046448,44.18552017211914
496,29.842233657836914,-94.5772933959961,4687.75146484375,6.628042221069336,0.2513008415699005,45.0,1.9007422924041748,1.0,1.9007422924041748,16.0,0.0,0.008783137425780296,359.3756103515625,0.15000000596046448,42.69252395629883
497,29.84280014038086,-94.57522583007812,4693.37548828125,6.637196063995361,0.27763015031814575,45.0,1.8989856243133545,1.0,1.8989856243133545,16.0,0.0,0.008774039335548878,346.7375183105469,0.15000000596046448,41.153099060058594
498,29.843366622924805,-94.57316589355469,4699.0,6.646198749542236,0.3047267198562622,45.0,1.897232174873352,1.0,1.897232174873352,16.0,0.0,0.008765102364122868,333.7311706542969,0.15000000596046448,39.572845458984375
499,29.84393310546875,-94.57110595703125,4704.62451171875,6.655049800872803,0.3324921429157257,45.0,1.8954819440841675,1.0,1.8954819440841675,16.0,0.0,0.008756328374147415,320.4037780761719,0.15000000596046448,37.95747375488281
500,29.844499588012695,-94.56904602050781,4710.24853515625,6.663748741149902,0.3608260452747345,45.0,1.8937349319458008,1.0,1.8937349319458008,16.0,0.0,0.00874771736562252,306.8034973144531,0.15000000596046448,36.312782287597656
501,29.84506607055664,-94.56697845458984,4715.873046875,6.672295093536377,0.38962656259536743,45.0,1.891991138458252,1.0,1.891991138458252,16.0,0.0,0.008739268407225609,292.979248046875,0.15000000596046448,34.64463424682617
502,29.845632553100586,-94.5649185180664,4721.4970703125,6.680688381195068,0.4187906086444855,45.0,1.890250563621521,1.0,1.890250563621521,16.0,0.0,0.00873098149895668,278.9804992675781,0.15000000596046448,32.95894241333008
503,29.846200942993164,-94.56285858154297,4727.12158203125,6.688928127288818,0.44821426272392273,45.0,1.8885130882263184,1.0,1.8885130882263184,16.0,0.0,0.00872285757213831,264.8571472167969,0.15000000596046448,31.261638641357422
504,29.84676742553711,-94.56079864501953,4732.74560546875,6.697014331817627,0.47779321670532227,45.0,1.8867788314819336,1.0,1.8867788314819336,16.0,0.0,0.008714895695447922,250.6592559814453,0.15000000596046448,29.55866050720215
505,29.847333908081055,-94.55873107910156,4738.3701171875,6.704946041107178,0.04858589917421341,46.0,1.8850477933883667,1.0,1.8850477933883667,16.0,0.0,0.008707095868885517,456.67877197265625,0.15000000596046448,53.803829193115234
506,29.847900390625,-94.55667114257812,4743.994140625,6.7127227783203125,0.036652226001024246,46.0,1.8833198547363281,1.0,1.8833198547363281,16.0,0.0,0.00869945902377367,462.40692138671875,0.15000000596046448,54.42875671386719
507,29.848466873168945,-94.55461120605469,4749.61865234375,6.720344543457031,0.02635176293551922,46.0,1.8815950155258179,1.0,1.8815950155258179,16.0,0.0,0.008691984228789806,467.3511657714844,0.15000000596046448,54.960350036621094
508,29.84903335571289,-94.55255126953125,4755.24267578125,6.727810859680176,0.01771603897213936,46.0,1.8798733949661255,1.0,1.8798733949661255,16.0,0.0,0.0086846724152565,471.4963073730469,0.15000000596046448,55.3970832824707
509,29.849599838256836,-94.55048370361328,4760.8671875,6.735121250152588,0.010770618915557861,46.0,1.8781548738479614,1.0,1.8781548738479614,16.0,0.0,0.008677521720528603,474.8301086425781,0.15000000596046448,55.73777770996094
510,29.85016632080078,-94.54842376708984,4766.4912109375,6.742275238037109,0.005535063799470663,46.0,1.8764394521713257,1.0,1.8764394521713257,16.0,0.0,0.008670534007251263,477.3431701660156,0.15000000596046448,55.981597900390625
511,29.850732803344727,-94.5463638305664,4772.11572265625,6.74927282333374,0.002022894099354744,46.0,1.8747271299362183,1.0,1.8747271299362183,16.0,0.0,0.008663708344101906,479.0290222167969,0.15000000596046448,56.12804412841797
512,29.851299285888672,-94.54429626464844,4777.740234375,6.756113052368164,0.00024158488668035716,46.0,1.8730179071426392,1.0,1.8730179071426392,16.0,0.0,0.008657044731080532,479.884033203125,0.15000000596046448,56.176963806152344
513,29.851940155029297,-94.54197692871094,4782.31201171875,6.762796401977539,0.0001925773685798049,46.0,2.1088175773620605,1.0,2.1088175773620605,16.0,0.0,0.008649740368127823,479.9075622558594,0.15000000596046448,63.252342224121094
514,29.85257911682129,-94.5396499633789,4786.8837890625,6.7701287269592285,0.0022076459135860205,46.0,2.106696367263794,1.0,2.106696367263794,16.0,0.0,0.008642640896141529,478.9403381347656,0.15000000596046448,63.06136703491211
515,29.853219985961914,-94.5373306274414,4791.4560546875,6.7772603034973145,0.006401471793651581,46.0,2.1045796871185303,1.0,2.1045796871185303,16.0,0.0,0.008635747246444225,476.92730712890625,0.15000000596046448,62.733219146728516
